index,lons,lats,Uwind FH34m/s,Uwind FH35m/s,Uwind FH36m/s,Uwind FH37m/s,Uwind FH38m/s,Uwind FH39m/s
134846,130.375,33.6000000000008,-1.3791580200195312,-1.0611238479614258,-1.0904178619384766,-0.4661884307861328,0.5112934112548828,1.0674877166748047
