index,lons,lats,temperature FH40,temperature FH41,temperature FH42,temperature FH43,temperature FH44,temperature FH45,temperature FH46,temperature FH47,temperature FH48,temperature FH49,temperature FH50,temperature FH51
134846,130.375,33.6000000000008,18.690084228515616,18.72447753906249,18.56334472656249,18.341878662109366,18.29741455078124,18.07994628906249,18.600118408203116,19.81755615234374,20.69682861328124,21.44695068359374,22.053243408203116,21.77660156249999
