index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s,Vwind FH28m/s,Vwind FH29m/s,Vwind FH30m/s,Vwind FH31m/s,Vwind FH32m/s,Vwind FH33m/s
134846,130.375,33.6000000000008,-2.188718795776367,-1.8145322799682617,-1.9280309677124023,-1.8133878707885742,-0.6364202499389648,0.061982154846191406,0.018163681030273438,1.4183950424194336,1.3778228759765625,1.4796619415283203,0.8602838516235352,0.7220439910888672,1.6083850860595703,0.9667205810546875,2.2155027389526367,0.05376434326171875,0.4410114288330078,1.4547786712646484
