index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,18.731832275390616,19.74315429687499,20.597982177734366,21.002462158203116,21.67076660156249,21.46202636718749
