index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,19.70403076171874,19.58781982421874,19.355123291015616,19.19572998046874,18.96001220703124,18.71043945312499
