index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa
134846,130.375,33.6000000000008,1005.6654663085938,1005.3153076171875,1005.851806640625,1005.8209838867188,1005.4080200195312,1004.7816772460938,1004.4263305664062,1004.3780517578125,1004.471435546875,1004.8847045898438,1005.5352783203125,1006.0510864257812,1006.5336303710938,1006.5935668945312,1006.5083618164062,1006.091064453125
