index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5
134846,130.375,33.6000000000008,21.20580078124999,21.122945556640616,20.96068359374999,20.90208984374999,20.82945800781249,20.658284912109366
