index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa
134846,130.375,33.6000000000008,1007.6481323242188,1007.5054321289062,1007.6658935546875,1008.1156005859375,1008.6331787109375,1009.1102294921875,1009.7333984375,1010.5079956054688,1010.6036376953125,1010.50048828125,1010.4636840820312,1010.484375
