index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa
134846,130.375,33.6000000000008,1006.7810668945312,1007.3348388671875,1007.7931518554688,1007.9906616210938,1007.9869995117188,1007.8079833984375
