index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s,Uwind FH16m/s,Uwind FH17m/s
134846,130.375,33.6000000000008,-1.6301803588867188,-1.6972417831420898,-1.5747413635253906,-1.6068706512451172,-1.560281753540039,-1.5000009536743164,-1.589254379272461,-1.5409374237060547,-0.8850440979003906,-0.3276653289794922,0.095794677734375,0.3894195556640625,0.6811466217041016,0.5548591613769531,0.067047119140625,-0.26697444915771484,-0.588160514831543,-0.9885215759277344
