index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa,Pressure reduced to MSL16 hPa,Pressure reduced to MSL17 hPa
134846,130.375,33.6000000000008,1005.7224731445312,1005.3026123046875,1005.161376953125,1005.0380859375,1005.09912109375,1005.5365600585938,1005.591796875,1006.051513671875,1006.2896118164062,1006.3245849609375,1006.3778686523438,1006.2723999023438,1006.0914916992188,1005.9259643554688,1005.6959228515625,1005.6770629882812,1005.7793579101562,1006.1360473632812
