index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11
134846,130.375,33.6000000000008,20.956380615234366,20.786519775390616,20.460592041015616,20.36772705078124,20.36229492187499,20.452413330078116,20.956929931640616,21.64800048828124,22.543905029296866,23.097249755859366,24.02367187499999,24.235799560546866
