index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa
134846,130.375,33.6000000000008,1007.5253295898438,1007.8711547851562,1008.13623046875,1008.8308715820312,1008.7781982421875,1008.5761108398438
