index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s
134846,130.375,33.6000000000008,-1.1775846481323242,-2.574854850769043,-3.9291372299194336,-4.5972394943237305,-4.7269287109375,-4.766253471374512,-4.797224044799805,-5.134761810302734,-4.185735702514648,-3.097278594970703,-1.9530420303344727,-1.0400285720825195,-0.536046028137207,-0.19614124298095703,-0.6387720108032227,-1.1832036972045898
