city,crime_name,2010,2011,2012,2013,2014,avg,Latitude,Longitude
,,,,,,,,,
Bengaluru,Unlawful assembly,,,,,0,0,12.98,77.59
,,,,,,,,,
Bengaluru,Unnatural offences,,,,,0,0,12.98,77.59
,,,,,,,,,
Bengaluru,Use of criminal force with intent to disrobe women,,,,,0.2,0.2,12.98,77.59
,,,,,,,,,
Bengaluru,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0.2,0.2,12.98,77.59
,,,,,,,,,
Bengaluru,Voyeurism,,,,,0.1,0.1,12.98,77.59
,,,,,,,,,
Bhopal,Acid attack,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Agrarian riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Arson,0.6,0.8,0.5,0.8,0.6,0.7,23.25,77.4
,,,,,,,,,
Bhopal,Assault on women with intent to outrage her modesty,2.3,10.4,22.5,34.2,32.2,20.3,23.25,77.4
,,,,,,,,,
Bhopal,Attempt to acid attack,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Attempt to commit culpable homicide not amounting to murder,,,,,0.2,0.2,23.25,77.4
,,,,,,,,,
Bhopal,Attempt to commit murder,4.1,5.1,3.8,5,5.1,4.6,23.25,77.4
,,,,,,,,,
Bhopal,Attempt to commit rape,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Auto theft,106.9,90.7,84,78.8,93.7,90.8,23.25,77.4
,,,,,,,,,
Bhopal,Burglary,58,45.1,46.2,40.1,44.7,46.8,23.25,77.4
,,,,,,,,,
Bhopal,Caste conflict riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Causing death by negligence,15.1,8.7,9.2,10,11.5,10.9,23.25,77.4
,,,,,,,,,
Bhopal,Causing injuries under rash driving or road rage,,,,,158.6,158.6,23.25,77.4
,,,,,,,,,
Bhopal,Cheating,11.7,4,9.2,8.1,10.5,8.7,23.25,77.4
,,,,,,,,,
Bhopal,Communal riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Counterfeit currency & bank notes total,,,,,0.3,0.3,23.25,77.4
,,,,,,,,,
Bhopal,Counterfeiting,0.2,0,0.3,0.3,0.3,0.2,23.25,77.4
,,,,,,,,,
Bhopal,Counterfeiting currency - notes or bank notes,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Counterfeiting government stamp,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Criminal breach of trust,0.6,0.9,1.3,1.2,1.1,1,23.25,77.4
,,,,,,,,,
Bhopal,Criminal trespass or burglary,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Cruelty by husband or his relatives,21.3,30.3,26.9,34.2,32.9,29.1,23.25,77.4
,,,,,,,,,
Bhopal,Culpable homicide not amounting to murder,0.2,0.3,0,0,0.1,0.1,23.25,77.4
,,,,,,,,,
Bhopal,Custodial rape,0,0,0,0,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Dacoity,0.4,0,0.1,0,0.4,0.2,23.25,77.4
,,,,,,,,,
Bhopal,Dacoity with murder,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Deaths due to other causes,,,,,1.5,1.5,23.25,77.4
,,,,,,,,,
Bhopal,Deaths due to rash or negligent driving,,,,,9.9,9.9,23.25,77.4
,,,,,,,,,
Bhopal,Disclosure of identity of victims,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Dowry deaths,2.8,1.6,1.6,1.6,1.8,1.9,23.25,77.4
,,,,,,,,,
Bhopal,Extortion,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Forgery,,,,,0.2,0.2,23.25,77.4
,,,,,,,,,
Bhopal,Gang rape,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Gang rape other than custodial,,,,,2.7,2.7,23.25,77.4
,,,,,,,,,
Bhopal,Grievous hurt,,,,,15.8,15.8,23.25,77.4
,,,,,,,,,
Bhopal,House trespass & house breaking,,,,,44.7,44.7,23.25,77.4
,,,,,,,,,
Bhopal,Human trafficking,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Hurt,88.4,34.8,62.3,1.5,15.8,40.6,23.25,77.4
,,,,,,,,,
Bhopal,Importation of girls from foreign country,0.1,0.1,0,0,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Imputation or assertions prejudicial to national integration,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Industrial riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Insult to modesty of women at office premises,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Insult to modesty of women at other places,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Insult to modesty of women in other places related to work,,,,,1.4,1.4,23.25,77.4
,,,,,,,,,
Bhopal,Insult to modesty of women in public transport system,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Insult to the modesty of women,15.5,1.8,3.2,4.7,1.4,5.3,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping & abduction,4.1,1.7,2.5,4,15.4,5.5,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping & abduction in order to murder,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping & abduction of others,0.4,0.3,,0.2,0,0.3,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping & abduction of women and girls,5.9,2.9,3.7,8,0,5.1,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping & abduction of women to compel her for marriage,,,,,24.9,24.9,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping for ransom,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Kidnapping of others,,,0.7,,0,0.7,23.25,77.4
,,,,,,,,,
Bhopal,Making or possessing materials for forged currency or bank notes,,,,,0.3,0.3,23.25,77.4
,,,,,,,,,
Bhopal,Making or using documents resembling currency notes or bank notes,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Making preparation and assembly for committing dacoity,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Murder,3.4,3.2,2.8,2,2.8,2.8,23.25,77.4
,,,,,,,,,
Bhopal,Offences against state,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Offences promoting enmity between different groups,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Offences related to counterfeit coin,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Other IPC crimes,418.6,394.1,312.7,348.5,227.6,340.3,23.25,77.4
,,,,,,,,,
Bhopal,Other cases of assault on women to outrage her modesty,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Other caste conflict riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Other kidnapping & abduction,,,,,3.5,3.5,23.25,77.4
,,,,,,,,,
Bhopal,Other rape,8.1,11.1,12.7,14.6,0.1,9.3,23.25,77.4
,,,,,,,,,
Bhopal,Other rape other than custodial,,,,,17.1,17.1,23.25,77.4
,,,,,,,,,
Bhopal,Other theft,61,39.6,41.9,42.2,50,46.9,23.25,77.4
,,,,,,,,,
Bhopal,Political riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Preparation & assembly for dacoity,0.1,0.1,0.1,0.2,0,0.1,23.25,77.4
,,,,,,,,,
Bhopal,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Rape,8.1,11.1,12.7,14.6,19.8,13.3,23.25,77.4
,,,,,,,,,
Bhopal,Rape other than custodial,,,,,19.8,19.8,23.25,77.4
,,,,,,,,,
Bhopal,Riots,5.7,4.2,4.2,3.5,2.2,4,23.25,77.4
,,,,,,,,,
Bhopal,Riots others,,,,,2.2,2.2,23.25,77.4
,,,,,,,,,
Bhopal,Robbery,13.1,7.9,9.9,9.9,5.3,9.2,23.25,77.4
,,,,,,,,,
Bhopal,SCs-STs vs Non-SCs-STs riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Sectarian riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Sedition,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Sexual harassment,,,,,32.2,32.2,23.25,77.4
,,,,,,,,,
Bhopal,Sexual harassment and molestation of women,17.8,12.1,25.7,38.9,33.6,25.6,23.25,77.4
,,,,,,,,,
Bhopal,Stalking,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Student riots,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Theft,167.9,130.3,125.9,121,143.7,137.8,23.25,77.4
,,,,,,,,,
Bhopal,Total cognizable crimes under IPC,823,667.6,623,598.7,688.4,680.1,23.25,77.4
,,,,,,,,,
Bhopal,Unlawful assembly,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Unnatural offences,,,,,0.5,0.5,23.25,77.4
,,,,,,,,,
Bhopal,Use of criminal force with intent to disrobe women,,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,23.25,77.4
,,,,,,,,,
Bhopal,Voyeurism,,,,,0,0,23.25,77.4
,,,,,,,,,
Chandigarh,Acid attack,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Agrarian riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Arson,,0.7,0.9,0.8,1.2,0.9,30.72,76.76
,,,,,,,,,
Chandigarh,Assault on women with intent to outrage her modesty,,3.5,9.3,29.4,16.8,14.8,30.72,76.76
,,,,,,,,,
Chandigarh,Attempt to acid attack,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Attempt to commit culpable homicide not amounting to murder,,,,,0.4,0.4,30.72,76.76
,,,,,,,,,
Chandigarh,Attempt to commit murder,,3.7,4.1,4.8,2.9,3.9,30.72,76.76
,,,,,,,,,
Chandigarh,Attempt to commit rape,,,,,1.1,1.1,30.72,76.76
,,,,,,,,,
Chandigarh,Auto theft,,83.2,81.5,82.9,77.1,81.2,30.72,76.76
,,,,,,,,,
Chandigarh,Burglary,,25.8,22,24.2,12.4,21.1,30.72,76.76
,,,,,,,,,
Chandigarh,Caste conflict riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Causing death by negligence,,0.7,0.3,0.6,8.8,2.6,30.72,76.76
,,,,,,,,,
Chandigarh,Causing injuries under rash driving or road rage,,,,,25.9,25.9,30.72,76.76
,,,,,,,,,
Chandigarh,Cheating,,24,22.4,26.7,23.6,24.2,30.72,76.76
,,,,,,,,,
Chandigarh,Communal riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Counterfeit currency & bank notes total,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Counterfeiting,,0,0.2,0.1,0,0.1,30.72,76.76
,,,,,,,,,
Chandigarh,Counterfeiting currency - notes or bank notes,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Counterfeiting government stamp,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Criminal breach of trust,,2.3,3.1,2.3,2.1,2.5,30.72,76.76
,,,,,,,,,
Chandigarh,Criminal trespass or burglary,,,,,7.9,7.9,30.72,76.76
,,,,,,,,,
Chandigarh,Cruelty by husband or his relatives,,9.1,14.3,19,29.6,18,30.72,76.76
,,,,,,,,,
Chandigarh,Culpable homicide not amounting to murder,,0.6,0.3,0.3,0.6,0.4,30.72,76.76
,,,,,,,,,
Chandigarh,Custodial rape,,0,0,0,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Dacoity,,0.6,0.3,1.1,0.4,0.6,30.72,76.76
,,,,,,,,,
Chandigarh,Dacoity with murder,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Deaths due to other causes,,,,,0.8,0.8,30.72,76.76
,,,,,,,,,
Chandigarh,Deaths due to rash or negligent driving,,,,,8,8,30.72,76.76
,,,,,,,,,
Chandigarh,Disclosure of identity of victims,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Dowry deaths,,0.4,0.9,0.2,0.4,0.5,30.72,76.76
,,,,,,,,,
Chandigarh,Extortion,,,,,0.6,0.6,30.72,76.76
,,,,,,,,,
Chandigarh,Forgery,,,,,0.3,0.3,30.72,76.76
,,,,,,,,,
Chandigarh,Gang rape,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Gang rape other than custodial,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Grievous hurt,,,,,1.9,1.9,30.72,76.76
,,,,,,,,,
Chandigarh,House trespass & house breaking,,,,,4.5,4.5,30.72,76.76
,,,,,,,,,
Chandigarh,Human trafficking,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Hurt,,4.2,3.4,5,1.9,3.6,30.72,76.76
,,,,,,,,,
Chandigarh,Importation of girls from foreign country,,0,0,0,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Imputation or assertions prejudicial to national integration,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Industrial riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Insult to modesty of women at office premises,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Insult to modesty of women at other places,,,,,0.2,0.2,30.72,76.76
,,,,,,,,,
Chandigarh,Insult to modesty of women in other places related to work,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Insult to modesty of women in public transport system,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Insult to the modesty of women,,2.4,5,5.4,0.2,3.2,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping,,,,,9.8,9.8,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping & abduction,,4.8,7.4,22.9,16.3,12.8,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping & abduction in order to murder,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping & abduction of others,,0.9,,7.2,0,4,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping & abduction of women and girls,,8.6,12.3,34.8,0,18.6,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping & abduction of women to compel her for marriage,,,,,8.4,8.4,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping for ransom,,,,,0.1,0.1,30.72,76.76
,,,,,,,,,
Chandigarh,Kidnapping of others,,,1.9,,0,1.9,30.72,76.76
,,,,,,,,,
Chandigarh,Making or possessing materials for forged currency or bank notes,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Making or using documents resembling currency notes or bank notes,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Making preparation and assembly for committing dacoity,,,,,0.2,0.2,30.72,76.76
,,,,,,,,,
Chandigarh,Murder,,2,1.8,1.8,2,1.9,30.72,76.76
,,,,,,,,,
Chandigarh,Offences against state,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Offences promoting enmity between different groups,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Offences related to counterfeit coin,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Other IPC crimes,,95.1,96.2,109.3,44.4,86.2,30.72,76.76
,,,,,,,,,
Chandigarh,Other cases of assault on women to outrage her modesty,,,,,7.6,7.6,30.72,76.76
,,,,,,,,,
Chandigarh,Other caste conflict riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Other kidnapping & abduction,,,,,2.5,2.5,30.72,76.76
,,,,,,,,,
Chandigarh,Other rape,,4.5,5.2,8.4,0.1,4.6,30.72,76.76
,,,,,,,,,
Chandigarh,Other rape other than custodial,,,,,11,11,30.72,76.76
,,,,,,,,,
Chandigarh,Other theft,,52.5,58.6,60.6,41.5,53.3,30.72,76.76
,,,,,,,,,
Chandigarh,Political riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Preparation & assembly for dacoity,,0,0.7,0.1,0,0.3,30.72,76.76
,,,,,,,,,
Chandigarh,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Rape,,4.5,5.2,8.4,11,7.3,30.72,76.76
,,,,,,,,,
Chandigarh,Rape other than custodial,,,,,11,11,30.72,76.76
,,,,,,,,,
Chandigarh,Riots,,6.2,4.6,5.2,3,4.8,30.72,76.76
,,,,,,,,,
Chandigarh,Riots others,,,,,2.4,2.4,30.72,76.76
,,,,,,,,,
Chandigarh,Robbery,,6,5.4,5.5,5.9,5.7,30.72,76.76
,,,,,,,,,
Chandigarh,SCs-STs vs Non-SCs-STs riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Sectarian riots,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Sedition,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Sexual harassment,,,,,6.5,6.5,30.72,76.76
,,,,,,,,,
Chandigarh,Sexual harassment and molestation of women,,5.8,14.3,34.8,17.1,18,30.72,76.76
,,,,,,,,,
Chandigarh,Stalking,,,,,1.7,1.7,30.72,76.76
,,,,,,,,,
Chandigarh,Student riots,,,,,0.6,0.6,30.72,76.76
,,,,,,,,,
Chandigarh,Theft,,135.8,140.1,143.6,118.6,134.5,30.72,76.76
,,,,,,,,,
Chandigarh,Total cognizable crimes under IPC,,321.1,328.7,382.2,298.6,332.6,30.72,76.76
,,,,,,,,,
Chandigarh,Unlawful assembly,,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Unnatural offences,,,,,0.4,0.4,30.72,76.76
,,,,,,,,,
Chandigarh,Use of criminal force with intent to disrobe women,,,,,0.6,0.6,30.72,76.76
,,,,,,,,,
Chandigarh,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,30.72,76.76
,,,,,,,,,
Chandigarh,Voyeurism,,,,,0.4,0.4,30.72,76.76
,,,,,,,,,
Chennai,Acid attack,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Agrarian riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Arson,0,0.1,0.1,0.3,0.2,0.1,13.09,80.28
,,,,,,,,,
Chennai,Assault on women with intent to outrage her modesty,1,1.7,2.1,1.3,1.4,1.5,13.09,80.28
,,,,,,,,,
Chennai,Attempt to acid attack,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Attempt to commit murder,2.5,3.8,2.5,2.3,2.6,2.7,13.09,80.28
,,,,,,,,,
Chennai,Attempt to commit rape,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Auto theft,3.6,4.9,3,3.4,2.9,3.6,13.09,80.28
,,,,,,,,,
Chennai,Burglary,6,8.8,6.3,5.4,4.2,6.1,13.09,80.28
,,,,,,,,,
Chennai,Caste conflict riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Causing death by negligence,9.4,16.5,16.2,14.3,12.5,13.8,13.09,80.28
,,,,,,,,,
Chennai,Causing injuries under rash driving or road rage,,,,,98.1,98.1,13.09,80.28
,,,,,,,,,
Chennai,Cheating,8.2,8.8,8.8,5.7,6.4,7.6,13.09,80.28
,,,,,,,,,
Chennai,Communal riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Counterfeit currency & bank notes total,,,,,0.9,0.9,13.09,80.28
,,,,,,,,,
Chennai,Counterfeiting,1.1,1.1,1.6,1.7,0.9,1.3,13.09,80.28
,,,,,,,,,
Chennai,Counterfeiting currency - notes or bank notes,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Counterfeiting government stamp,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Criminal breach of trust,0.3,0.3,0.6,0.1,0.1,0.3,13.09,80.28
,,,,,,,,,
Chennai,Criminal trespass or burglary,,,,,3.2,3.2,13.09,80.28
,,,,,,,,,
Chennai,Cruelty by husband or his relatives,2.9,5.3,5.5,5.1,7,5.2,13.09,80.28
,,,,,,,,,
Chennai,Culpable homicide not amounting to murder,0,0,0,0,0,0,13.09,80.28
,,,,,,,,,
Chennai,Custodial rape,0,0,0,0,0,0,13.09,80.28
,,,,,,,,,
Chennai,Dacoity,0,0,0,0.1,0.1,0,13.09,80.28
,,,,,,,,,
Chennai,Dacoity with murder,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Deaths due to other causes,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Deaths due to rash or negligent driving,,,,,12.5,12.5,13.09,80.28
,,,,,,,,,
Chennai,Disclosure of identity of victims,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Dowry deaths,0.4,0.5,0.3,0.3,0.2,0.3,13.09,80.28
,,,,,,,,,
Chennai,Extortion,,,,,0.6,0.6,13.09,80.28
,,,,,,,,,
Chennai,Forgery,,,,,0.8,0.8,13.09,80.28
,,,,,,,,,
Chennai,Gang rape,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Gang rape other than custodial,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Grievous hurt,,,,,0.5,0.5,13.09,80.28
,,,,,,,,,
Chennai,House trespass & house breaking,,,,,1.1,1.1,13.09,80.28
,,,,,,,,,
Chennai,Human trafficking,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Hurt,12,16.9,16.2,13.9,0.5,11.9,13.09,80.28
,,,,,,,,,
Chennai,Importation of girls from foreign country,0,0,0,0,0,0,13.09,80.28
,,,,,,,,,
Chennai,Imputation or assertions prejudicial to national integration,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Industrial riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Insult to modesty of women at office premises,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Insult to modesty of women at other places,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Insult to modesty of women in other places related to work,,,,,3.6,3.6,13.09,80.28
,,,,,,,,,
Chennai,Insult to modesty of women in public transport system,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Insult to the modesty of women,0.5,2.8,3.3,3.6,3.6,2.8,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping,,,,,0.1,0.1,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping & abduction,0.7,0.6,1,0.7,0.4,0.7,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping & abduction in order to murder,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping & abduction of others,0.3,0.2,,0.2,0,0.2,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping & abduction of women and girls,0.7,1,1.5,1,0,1.1,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping & abduction of women to compel her for marriage,,,,,0.4,0.4,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping for ransom,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Kidnapping of others,,,0.3,,0,0.3,13.09,80.28
,,,,,,,,,
Chennai,Making or possessing materials for forged currency or bank notes,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Making or using documents resembling currency notes or bank notes,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Making preparation and assembly for committing dacoity,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Murder,1.6,1.9,2.1,2.3,1.9,2,13.09,80.28
,,,,,,,,,
Chennai,Offences against state,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Offences promoting enmity between different groups,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Offences related to counterfeit coin,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Other IPC crimes,97.2,143.3,139.5,130.1,36.8,109.4,13.09,80.28
,,,,,,,,,
Chennai,Other cases of assault on women to outrage her modesty,,,,,1.4,1.4,13.09,80.28
,,,,,,,,,
Chennai,Other caste conflict riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Other kidnapping & abduction,,,,,0.1,0.1,13.09,80.28
,,,,,,,,,
Chennai,Other rape,1.1,1.8,2.2,1.9,0,1.4,13.09,80.28
,,,,,,,,,
Chennai,Other rape other than custodial,,,,,1.5,1.5,13.09,80.28
,,,,,,,,,
Chennai,Other theft,20.3,28.1,21.9,15.8,14.6,20.1,13.09,80.28
,,,,,,,,,
Chennai,Political riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Preparation & assembly for dacoity,0,0,0,0,0,0,13.09,80.28
,,,,,,,,,
Chennai,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Rape,1.1,1.8,2.2,1.9,1.5,1.7,13.09,80.28
,,,,,,,,,
Chennai,Rape other than custodial,,,,,1.5,1.5,13.09,80.28
,,,,,,,,,
Chennai,Riots,0.9,1.8,1.1,1.1,1.4,1.3,13.09,80.28
,,,,,,,,,
Chennai,Riots others,,,,,1.4,1.4,13.09,80.28
,,,,,,,,,
Chennai,Robbery,1.2,2.5,1,0.9,0.8,1.3,13.09,80.28
,,,,,,,,,
Chennai,SCs-STs vs Non-SCs-STs riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Sectarian riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Sedition,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Sexual harassment,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Sexual harassment and molestation of women,1.6,4.5,5.4,4.9,5,4.3,13.09,80.28
,,,,,,,,,
Chennai,Stalking,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Student riots,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Theft,24,33,24.9,19.1,17.5,23.7,13.09,80.28
,,,,,,,,,
Chennai,Total cognizable crimes under IPC,169.2,245.5,228.6,204.1,193.9,208.3,13.09,80.28
,,,,,,,,,
Chennai,Unlawful assembly,,,,,1.4,1.4,13.09,80.28
,,,,,,,,,
Chennai,Unnatural offences,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,Use of criminal force with intent to disrobe women,,,,,0,0,13.09,80.28
,,,,,,,,,
Chennai,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0.9,0.9,13.09,80.28
,,,,,,,,,
Chennai,Voyeurism,,,,,0,0,13.09,80.28
,,,,,,,,,
Coimbatore,Acid attack,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Agrarian riots,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Arson,0.6,1.1,1,0.7,0.7,0.8,11,76.96
,,,,,,,,,
Coimbatore,Assault on women with intent to outrage her modesty,3.3,3,1.6,1.4,0.7,2,11,76.96
,,,,,,,,,
Coimbatore,Attempt to acid attack,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Attempt to commit murder,1.9,1.9,1.7,2.5,2,2,11,76.96
,,,,,,,,,
Coimbatore,Attempt to commit rape,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Auto theft,34.4,15.8,9.5,5.9,5.3,14.2,11,76.96
,,,,,,,,,
Coimbatore,Burglary,9.8,4.9,5.8,5.7,7.7,6.8,11,76.96
,,,,,,,,,
Coimbatore,Caste conflict riots,,,,,0,0,11,76.96
,,,,,,,,,
Coimbatore,Causing death by negligence,22.4,13.2,13.6,13.5,13.8,15.3,11,76.96
,,,,,,,,,
