city,crime_name,2010,2011,2012,2013,2014,avg,Latitude,Longitude
,,,,,,,,,
Kollam,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,8.88,76.6
,,,,,,,,,
Kollam,Voyeurism,,,,,0,0,8.88,76.6
,,,,,,,,,
Kota,Acid attack,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Agrarian riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Arson,,0.2,0.3,0.4,0.1,0.2,25.17,75.86
,,,,,,,,,
Kota,Assault on women with intent to outrage her modesty,,12.3,15.5,21.4,21.6,17.7,25.17,75.86
,,,,,,,,,
Kota,Attempt to acid attack,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Attempt to commit culpable homicide not amounting to murder,,,,,1.9,1.9,25.17,75.86
,,,,,,,,,
Kota,Attempt to commit murder,,10,6.8,7.5,9.3,8.4,25.17,75.86
,,,,,,,,,
Kota,Attempt to commit rape,,,,,0.4,0.4,25.17,75.86
,,,,,,,,,
Kota,Auto theft,,67,40.8,61.1,61.4,57.6,25.17,75.86
,,,,,,,,,
Kota,Burglary,,12,8.6,11.2,13.5,11.3,25.17,75.86
,,,,,,,,,
Kota,Caste conflict riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Causing death by negligence,,10.8,11,10.5,11.9,11.1,25.17,75.86
,,,,,,,,,
Kota,Causing injuries under rash driving or road rage,,,,,64.8,64.8,25.17,75.86
,,,,,,,,,
Kota,Cheating,,49.9,75.5,90.4,91.6,76.8,25.17,75.86
,,,,,,,,,
Kota,Communal riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Counterfeit currency & bank notes total,,,,,0.2,0.2,25.17,75.86
,,,,,,,,,
Kota,Counterfeiting,,0.1,0,0.1,0.2,0.1,25.17,75.86
,,,,,,,,,
Kota,Counterfeiting currency - notes or bank notes,,,,,0.2,0.2,25.17,75.86
,,,,,,,,,
Kota,Counterfeiting government stamp,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Criminal breach of trust,,1.6,2.1,0.9,0.9,1.4,25.17,75.86
,,,,,,,,,
Kota,Criminal trespass or burglary,,,,,3.1,3.1,25.17,75.86
,,,,,,,,,
Kota,Cruelty by husband or his relatives,,87.6,90.8,108.6,114,100.2,25.17,75.86
,,,,,,,,,
Kota,Culpable homicide not amounting to murder,,0.6,0.1,0.1,0.1,0.2,25.17,75.86
,,,,,,,,,
Kota,Custodial rape,,0,0,0,0,0,25.17,75.86
,,,,,,,,,
Kota,Dacoity,,0,0,0.1,0.1,0.1,25.17,75.86
,,,,,,,,,
Kota,Dacoity with murder,,,,,0.1,0.1,25.17,75.86
,,,,,,,,,
Kota,Deaths due to other causes,,,,,0.4,0.4,25.17,75.86
,,,,,,,,,
Kota,Deaths due to rash or negligent driving,,,,,11.5,11.5,25.17,75.86
,,,,,,,,,
Kota,Disclosure of identity of victims,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Dowry deaths,,1.1,1.1,1.3,0.6,1,25.17,75.86
,,,,,,,,,
Kota,Extortion,,,,,2.1,2.1,25.17,75.86
,,,,,,,,,
Kota,Forgery,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Gang rape,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Gang rape other than custodial,,,,,0.6,0.6,25.17,75.86
,,,,,,,,,
Kota,Grievous hurt,,,,,2.8,2.8,25.17,75.86
,,,,,,,,,
Kota,House trespass & house breaking,,,,,10.4,10.4,25.17,75.86
,,,,,,,,,
Kota,Human trafficking,,,,,0.2,0.2,25.17,75.86
,,,,,,,,,
Kota,Hurt,,14.4,11.5,8.4,2.8,9.3,25.17,75.86
,,,,,,,,,
Kota,Importation of girls from foreign country,,0,0,0,0,0,25.17,75.86
,,,,,,,,,
Kota,Imputation or assertions prejudicial to national integration,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Industrial riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Insult to modesty of women at office premises,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Insult to modesty of women at other places,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Insult to modesty of women in other places related to work,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Insult to modesty of women in public transport system,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Insult to the modesty of women,,0,0,1.1,0,0.3,25.17,75.86
,,,,,,,,,
Kota,Kidnapping,,,,,3.5,3.5,25.17,75.86
,,,,,,,,,
Kota,Kidnapping & abduction,,9.1,8.2,20.4,18.7,14.1,25.17,75.86
,,,,,,,,,
Kota,Kidnapping & abduction in order to murder,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Kidnapping & abduction of others,,1.7,,5,0,3.4,25.17,75.86
,,,,,,,,,
Kota,Kidnapping & abduction of women and girls,,15.7,13.1,32.7,0,20.5,25.17,75.86
,,,,,,,,,
Kota,Kidnapping & abduction of women to compel her for marriage,,,,,21.6,21.6,25.17,75.86
,,,,,,,,,
Kota,Kidnapping for ransom,,,,,0.1,0.1,25.17,75.86
,,,,,,,,,
Kota,Kidnapping of others,,,2,,0,2,25.17,75.86
,,,,,,,,,
Kota,Making or possessing materials for forged currency or bank notes,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Making or using documents resembling currency notes or bank notes,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Making preparation and assembly for committing dacoity,,,,,0.4,0.4,25.17,75.86
,,,,,,,,,
Kota,Murder,,3.5,2.8,1.9,1.9,2.5,25.17,75.86
,,,,,,,,,
Kota,Offences against state,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Offences promoting enmity between different groups,,,,,0.4,0.4,25.17,75.86
,,,,,,,,,
Kota,Offences related to counterfeit coin,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Other IPC crimes,,166.3,151.9,177.2,132.5,157,25.17,75.86
,,,,,,,,,
Kota,Other cases of assault on women to outrage her modesty,,,,,14.2,14.2,25.17,75.86
,,,,,,,,,
Kota,Other caste conflict riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Other kidnapping & abduction,,,,,4.9,4.9,25.17,75.86
,,,,,,,,,
Kota,Other rape,,5.1,9.5,18.2,0,8.2,25.17,75.86
,,,,,,,,,
Kota,Other rape other than custodial,,,,,20.6,20.6,25.17,75.86
,,,,,,,,,
Kota,Other theft,,19.2,18.8,22.8,27.5,22.1,25.17,75.86
,,,,,,,,,
Kota,Political riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Preparation & assembly for dacoity,,0.9,0.7,0.9,0,0.8,25.17,75.86
,,,,,,,,,
Kota,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0.4,0.4,25.17,75.86
,,,,,,,,,
Kota,Rape,,5.1,9.5,18.2,21.2,13.5,25.17,75.86
,,,,,,,,,
Kota,Rape other than custodial,,,,,21.2,21.2,25.17,75.86
,,,,,,,,,
Kota,Riots,,0.2,0,0,0,0.1,25.17,75.86
,,,,,,,,,
Kota,Riots others,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Robbery,,1.5,2.7,1.9,2.7,2.2,25.17,75.86
,,,,,,,,,
Kota,SCs-STs vs Non-SCs-STs riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Sectarian riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Sedition,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Sexual harassment,,,,,6.4,6.4,25.17,75.86
,,,,,,,,,
Kota,Sexual harassment and molestation of women,,12.3,15.5,22.5,21.6,18,25.17,75.86
,,,,,,,,,
Kota,Stalking,,,,,1.1,1.1,25.17,75.86
,,,,,,,,,
Kota,Student riots,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Theft,,86.2,59.5,83.9,88.9,79.6,25.17,75.86
,,,,,,,,,
Kota,Total cognizable crimes under IPC,,417.2,396.8,486.7,524.3,456.2,25.17,75.86
,,,,,,,,,
Kota,Unlawful assembly,,,,,4.8,4.8,25.17,75.86
,,,,,,,,,
Kota,Unnatural offences,,,,,0.1,0.1,25.17,75.86
,,,,,,,,,
Kota,Use of criminal force with intent to disrobe women,,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,25.17,75.86
,,,,,,,,,
Kota,Voyeurism,,,,,0,0,25.17,75.86
,,,,,,,,,
Kozhikode,Acid attack,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Agrarian riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Arson,,0.5,0.6,0.6,0.4,0.5,11.24,75.78
,,,,,,,,,
Kozhikode,Assault on women with intent to outrage her modesty,,11.6,9.7,10.3,10.1,10.4,11.24,75.78
,,,,,,,,,
Kozhikode,Attempt to acid attack,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Attempt to commit culpable homicide not amounting to murder,,,,,1.7,1.7,11.24,75.78
,,,,,,,,,
Kozhikode,Attempt to commit murder,,0.7,0.3,0.7,0.6,0.6,11.24,75.78
,,,,,,,,,
Kozhikode,Attempt to commit rape,,,,,0.2,0.2,11.24,75.78
,,,,,,,,,
Kozhikode,Auto theft,,5.2,3.3,5.3,8.1,5.5,11.24,75.78
,,,,,,,,,
Kozhikode,Burglary,,6.7,4.5,5.3,9,6.4,11.24,75.78
,,,,,,,,,
Kozhikode,Caste conflict riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Causing death by negligence,,0,0.1,0,6.9,1.8,11.24,75.78
,,,,,,,,,
Kozhikode,Causing injuries under rash driving or road rage,,,,,97.6,97.6,11.24,75.78
,,,,,,,,,
Kozhikode,Cheating,,9.3,8.1,7.3,12.8,9.4,11.24,75.78
,,,,,,,,,
Kozhikode,Communal riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Counterfeit currency & bank notes total,,,,,0.4,0.4,11.24,75.78
,,,,,,,,,
Kozhikode,Counterfeiting,,0,0,0.1,0.4,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Counterfeiting currency - notes or bank notes,,,,,0.3,0.3,11.24,75.78
,,,,,,,,,
Kozhikode,Counterfeiting government stamp,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Criminal breach of trust,,1.5,0.9,0.8,1.7,1.2,11.24,75.78
,,,,,,,,,
Kozhikode,Criminal trespass or burglary,,,,,6.7,6.7,11.24,75.78
,,,,,,,,,
Kozhikode,Cruelty by husband or his relatives,,16.1,13.5,12.8,17.3,14.9,11.24,75.78
,,,,,,,,,
Kozhikode,Culpable homicide not amounting to murder,,0,0,0,0.1,0,11.24,75.78
,,,,,,,,,
Kozhikode,Custodial rape,,0,0,0,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Dacoity,,0,0.1,0.2,0,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Dacoity with murder,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Deaths due to other causes,,,,,0.3,0.3,11.24,75.78
,,,,,,,,,
Kozhikode,Deaths due to rash or negligent driving,,,,,6.6,6.6,11.24,75.78
,,,,,,,,,
Kozhikode,Disclosure of identity of victims,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Dowry deaths,,0,0,0,0.1,0,11.24,75.78
,,,,,,,,,
Kozhikode,Extortion,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Forgery,,,,,0.1,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Gang rape,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Gang rape other than custodial,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Grievous hurt,,,,,1.5,1.5,11.24,75.78
,,,,,,,,,
Kozhikode,House trespass & house breaking,,,,,2.3,2.3,11.24,75.78
,,,,,,,,,
Kozhikode,Human trafficking,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Hurt,,33.7,31.1,29.1,1.5,23.9,11.24,75.78
,,,,,,,,,
Kozhikode,Importation of girls from foreign country,,0,0,0,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Imputation or assertions prejudicial to national integration,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Industrial riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Insult to modesty of women at office premises,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Insult to modesty of women at other places,,,,,0.8,0.8,11.24,75.78
,,,,,,,,,
Kozhikode,Insult to modesty of women in other places related to work,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Insult to modesty of women in public transport system,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Insult to the modesty of women,,9.4,7.8,4.1,0.8,5.5,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping & abduction,,0.5,0.2,0.5,0.1,0.3,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping & abduction in order to murder,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping & abduction of others,,0,,0.1,0,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping & abduction of women and girls,,0.9,0.3,0.9,0,0.7,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping & abduction of women to compel her for marriage,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping for ransom,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Kidnapping of others,,,0.1,,0,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Making or possessing materials for forged currency or bank notes,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Making or using documents resembling currency notes or bank notes,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Making preparation and assembly for committing dacoity,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Murder,,0.2,0.3,0.5,0.4,0.3,11.24,75.78
,,,,,,,,,
Kozhikode,Offences against state,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Offences promoting enmity between different groups,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Offences related to counterfeit coin,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Other IPC crimes,,87.2,111.8,105.2,51.9,89,11.24,75.78
,,,,,,,,,
Kozhikode,Other cases of assault on women to outrage her modesty,,,,,9.4,9.4,11.24,75.78
,,,,,,,,,
Kozhikode,Other caste conflict riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Other kidnapping & abduction,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Other rape,,1.3,3.4,2.8,0,1.9,11.24,75.78
,,,,,,,,,
Kozhikode,Other rape other than custodial,,,,,3.3,3.3,11.24,75.78
,,,,,,,,,
Kozhikode,Other theft,,6.6,3.7,4.3,5.8,5.1,11.24,75.78
,,,,,,,,,
Kozhikode,Political riots,,,,,0.8,0.8,11.24,75.78
,,,,,,,,,
Kozhikode,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Preparation & assembly for dacoity,,1.5,0.9,0.3,0,0.9,11.24,75.78
,,,,,,,,,
Kozhikode,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Rape,,1.3,3.4,2.8,3.3,2.7,11.24,75.78
,,,,,,,,,
Kozhikode,Rape other than custodial,,,,,3.3,3.3,11.24,75.78
,,,,,,,,,
Kozhikode,Riots,,22,17.4,16.5,10.8,16.7,11.24,75.78
,,,,,,,,,
Kozhikode,Riots others,,,,,9.3,9.3,11.24,75.78
,,,,,,,,,
Kozhikode,Robbery,,2.4,3.2,2.1,2.6,2.6,11.24,75.78
,,,,,,,,,
Kozhikode,SCs-STs vs Non-SCs-STs riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Sectarian riots,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Sedition,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Sexual harassment,,,,,0.6,0.6,11.24,75.78
,,,,,,,,,
Kozhikode,Sexual harassment and molestation of women,,21,17.5,14.5,10.9,16,11.24,75.78
,,,,,,,,,
Kozhikode,Stalking,,,,,0.1,0.1,11.24,75.78
,,,,,,,,,
Kozhikode,Student riots,,,,,0.7,0.7,11.24,75.78
,,,,,,,,,
Kozhikode,Theft,,11.9,7,9.6,13.9,10.6,11.24,75.78
,,,,,,,,,
Kozhikode,Total cognizable crimes under IPC,,198.2,204.6,194.9,229.7,206.8,11.24,75.78
,,,,,,,,,
Kozhikode,Unlawful assembly,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Unnatural offences,,,,,0.3,0.3,11.24,75.78
,,,,,,,,,
Kozhikode,Use of criminal force with intent to disrobe women,,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0,0,11.24,75.78
,,,,,,,,,
Kozhikode,Voyeurism,,,,,0,0,11.24,75.78
,,,,,,,,,
Lucknow,Acid attack,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Agrarian riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Arson,0,0.1,0,0.1,0.4,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Assault on women with intent to outrage her modesty,7,7.5,8,18.9,16.6,11.6,26.84,80.93
,,,,,,,,,
Lucknow,Attempt to acid attack,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Attempt to commit culpable homicide not amounting to murder,,,,,0.6,0.6,26.84,80.93
,,,,,,,,,
Lucknow,Attempt to commit murder,3,2.2,2.4,3.4,2.3,2.7,26.84,80.93
,,,,,,,,,
Lucknow,Attempt to commit rape,,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Auto theft,75,44.1,54.7,56.6,70.2,60.1,26.84,80.93
,,,,,,,,,
Lucknow,Burglary,18.3,14.1,13.8,17.3,19.6,16.6,26.84,80.93
,,,,,,,,,
Lucknow,Caste conflict riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Causing death by negligence,16.5,14.1,13.8,10.1,7,12.3,26.84,80.93
,,,,,,,,,
Lucknow,Causing injuries under rash driving or road rage,,,,,10.8,10.8,26.84,80.93
,,,,,,,,,
Lucknow,Cheating,33.1,24.2,28.9,33.6,29,29.8,26.84,80.93
,,,,,,,,,
Lucknow,Communal riots,,,,,0.3,0.3,26.84,80.93
,,,,,,,,,
Lucknow,Counterfeit currency & bank notes total,,,,,0.2,0.2,26.84,80.93
,,,,,,,,,
Lucknow,Counterfeiting,2.2,0.7,0.2,0.3,0.2,0.7,26.84,80.93
,,,,,,,,,
Lucknow,Counterfeiting currency - notes or bank notes,,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Counterfeiting government stamp,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Criminal breach of trust,19.1,12.9,13,17.7,15.8,15.7,26.84,80.93
,,,,,,,,,
Lucknow,Criminal trespass or burglary,,,,,11.9,11.9,26.84,80.93
,,,,,,,,,
Lucknow,Cruelty by husband or his relatives,43.8,32.8,32.7,58,40.6,41.6,26.84,80.93
,,,,,,,,,
Lucknow,Culpable homicide not amounting to murder,0.8,0.9,0.5,0.4,0.6,0.6,26.84,80.93
,,,,,,,,,
Lucknow,Custodial rape,0,0,0,0,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Dacoity,0.5,0.3,0.2,0.3,0,0.3,26.84,80.93
,,,,,,,,,
Lucknow,Dacoity with murder,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Deaths due to other causes,,,,,1.1,1.1,26.84,80.93
,,,,,,,,,
Lucknow,Deaths due to rash or negligent driving,,,,,5.9,5.9,26.84,80.93
,,,,,,,,,
Lucknow,Disclosure of identity of victims,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Dowry deaths,3.6,2.3,1.1,2.8,2.2,2.4,26.84,80.93
,,,,,,,,,
Lucknow,Extortion,,,,,1.4,1.4,26.84,80.93
,,,,,,,,,
Lucknow,Forgery,,,,,1.5,1.5,26.84,80.93
,,,,,,,,,
Lucknow,Gang rape,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Gang rape other than custodial,,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Grievous hurt,,,,,3.1,3.1,26.84,80.93
,,,,,,,,,
Lucknow,House trespass & house breaking,,,,,7.7,7.7,26.84,80.93
,,,,,,,,,
Lucknow,Human trafficking,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Hurt,1.5,1.1,2.6,1.2,3.1,1.9,26.84,80.93
,,,,,,,,,
Lucknow,Importation of girls from foreign country,0,0,0,0,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Imputation or assertions prejudicial to national integration,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Industrial riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Insult to modesty of women at office premises,,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Insult to modesty of women at other places,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Insult to modesty of women in other places related to work,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Insult to modesty of women in public transport system,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Insult to the modesty of women,0,0,0.1,0.1,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping,,,,,9.6,9.6,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping & abduction,11.1,7.5,7.4,9.5,12,9.5,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping & abduction in order to murder,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping & abduction of others,0.2,0.3,,0.2,0,0.2,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping & abduction of women and girls,17.8,15.2,14.7,19.5,0,16.8,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping & abduction of women to compel her for marriage,,,,,4.8,4.8,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping for ransom,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Kidnapping of others,,,0.4,,0,0.4,26.84,80.93
,,,,,,,,,
Lucknow,Making or possessing materials for forged currency or bank notes,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Making or using documents resembling currency notes or bank notes,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Making preparation and assembly for committing dacoity,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Murder,3.7,3,3.4,3.2,3.7,3.4,26.84,80.93
,,,,,,,,,
Lucknow,Offences against state,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Offences promoting enmity between different groups,,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Offences related to counterfeit coin,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Other IPC crimes,185.4,129.1,124.2,175.8,194,161.7,26.84,80.93
,,,,,,,,,
Lucknow,Other cases of assault on women to outrage her modesty,,,,,2.8,2.8,26.84,80.93
,,,,,,,,,
Lucknow,Other caste conflict riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Other kidnapping & abduction,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Other rape,3.8,2.7,1.7,4,0,2.4,26.84,80.93
,,,,,,,,,
Lucknow,Other rape other than custodial,,,,,3.6,3.6,26.84,80.93
,,,,,,,,,
Lucknow,Other theft,39.3,24.4,23.4,27.5,31,29.1,26.84,80.93
,,,,,,,,,
Lucknow,Political riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Possession of forged or counterfeiting currency or bank notes,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Preparation & assembly for dacoity,0.2,0,0,0,0,0.1,26.84,80.93
,,,,,,,,,
Lucknow,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Rape,3.8,2.7,1.7,4,3.8,3.2,26.84,80.93
,,,,,,,,,
Lucknow,Rape other than custodial,,,,,3.8,3.8,26.84,80.93
,,,,,,,,,
Lucknow,Riots,6.2,4.2,4.7,3.7,2.5,4.3,26.84,80.93
,,,,,,,,,
Lucknow,Riots others,,,,,2.2,2.2,26.84,80.93
,,,,,,,,,
Lucknow,Robbery,3.8,1.8,1.5,1.6,2.5,2.2,26.84,80.93
,,,,,,,,,
Lucknow,SCs-STs vs Non-SCs-STs riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Sectarian riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Sedition,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Sexual harassment,,,,,9.7,9.7,26.84,80.93
,,,,,,,,,
Lucknow,Sexual harassment and molestation of women,7,7.5,8.1,19,16.7,11.7,26.84,80.93
,,,,,,,,,
Lucknow,Stalking,,,,,2.7,2.7,26.84,80.93
,,,,,,,,,
Lucknow,Student riots,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Theft,114.3,68.5,78.1,84.1,101.2,89.2,26.84,80.93
,,,,,,,,,
Lucknow,Total cognizable crimes under IPC,455.1,306.5,315.3,402.2,439.2,383.7,26.84,80.93
,,,,,,,,,
Lucknow,Unlawful assembly,,,,,0.6,0.6,26.84,80.93
,,,,,,,,,
Lucknow,Unnatural offences,,,,,0,0,26.84,80.93
,,,,,,,,,
Lucknow,Use of criminal force with intent to disrobe women,,,,,1.4,1.4,26.84,80.93
,,,,,,,,,
Lucknow,"Using as genuine, forged or counterfeiting currency or bank notes",,,,,0.1,0.1,26.84,80.93
,,,,,,,,,
Lucknow,Voyeurism,,,,,0,0,26.84,80.93
,,,,,,,,,
Ludhiana,Acid attack,,,,,0.1,0.1,30.91,75.85
,,,,,,,,,
Ludhiana,Agrarian riots,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Arson,0.4,0.4,0.3,0.1,0.3,0.3,30.91,75.85
,,,,,,,,,
Ludhiana,Assault on women with intent to outrage her modesty,3.7,3,4.1,11,13.3,7,30.91,75.85
,,,,,,,,,
Ludhiana,Attempt to acid attack,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Attempt to commit culpable homicide not amounting to murder,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Attempt to commit murder,5.8,4.2,4.8,4.5,4.2,4.7,30.91,75.85
,,,,,,,,,
Ludhiana,Attempt to commit rape,,,,,2.8,2.8,30.91,75.85
,,,,,,,,,
Ludhiana,Auto theft,33.8,14.4,13.9,15.1,12.9,18,30.91,75.85
,,,,,,,,,
Ludhiana,Burglary,15.3,11.3,12.1,12.3,16,13.4,30.91,75.85
,,,,,,,,,
Ludhiana,Caste conflict riots,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Causing death by negligence,14.3,12.4,13.9,15.3,14.9,14.2,30.91,75.85
,,,,,,,,,
Ludhiana,Causing injuries under rash driving or road rage,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Cheating,27.6,22.4,17.4,18.9,21.6,21.6,30.91,75.85
,,,,,,,,,
Ludhiana,Communal riots,,,,,0,0,30.91,75.85
,,,,,,,,,
Ludhiana,Counterfeit currency & bank notes total,,,,,0.1,0.1,30.91,75.85
,,,,,,,,,
Ludhiana,Counterfeiting,0.3,0.1,0.1,0.1,0.1,0.1,30.91,75.85
,,,,,,,,,
