index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa
134846,130.375,33.6000000000008,1013.4370727539062,1013.6725463867188,1014.017333984375,1014.2828979492188,1014.1625366210938,1014.0770263671875
