index,lons,lats,Uwind FH40m/s,Uwind FH41m/s,Uwind FH42m/s,Uwind FH43m/s,Uwind FH44m/s,Uwind FH45m/s,Uwind FH46m/s,Uwind FH47m/s,Uwind FH48m/s,Uwind FH49m/s,Uwind FH50m/s,Uwind FH51m/s
134846,130.375,33.6000000000008,1.079732894897461,0.9422531127929688,1.1649045944213867,0.4402322769165039,-0.6144247055053711,-0.5798687934875488,-0.07295513153076172,0.2617464065551758,0.4194154739379883,0.8121480941772461,0.7224016189575195,0.8617992401123047
