index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s,Uwind FH16m/s,Uwind FH17m/s
134846,130.375,33.6000000000008,-1.3805923461914062,-0.8781270980834961,-0.27435874938964844,-0.8674449920654297,-1.1606426239013672,-1.3338937759399414,-0.7829265594482422,-0.3623037338256836,-0.2869300842285156,1.165083885192871,1.4502372741699219,1.860569953918457,1.7596101760864258,1.9820566177368164,2.03330135345459,2.126767158508301,2.8566980361938477,2.8672399520874023
