,Date,temperature,radiation,MSL,wind 10m[m/s],wind output[kW],wind output from power curve[kW],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh]
0,2019-06-16 10:00:00,20.265249023437487,585.9554290771483,1005.7560424804688,2.7067111542897684,0.0,0.0,33.06871612955547,106.31550260428564
1,2019-06-16 11:00:00,20.422292480468737,624.7133274078368,1006.1385498046876,3.3848278950390083,0.006620085798297896,0.003662801066764483,34.32505741023431,115.06153644342187
2,2019-06-16 12:00:00,20.459768066406237,623.668176651001,1007.0607299804688,3.2956198591307637,0.005089476515878601,0.0030494716420365296,34.41796763875345,115.49194870598335
3,2019-06-16 13:00:00,20.502370605468737,599.9163570404053,1007.4719848632812,3.506941701403657,0.008729951545358166,0.0045592056255915545,33.852914625337746,110.62917715645096
4,2019-06-16 14:00:00,20.55330444335937,671.6345710754396,1007.7586669921876,3.220177139199612,0.003792051977610493,0.002558142657964134,35.14726188170823,120.51942833596196
5,2019-06-16 15:00:00,20.72664428710937,662.7060451507567,1008.0289306640624,3.3382080362209896,0.005822992023407575,0.003337903719508064,34.48302031785312,113.80245545102225
6,2019-06-16 16:00:00,20.716695556640612,562.2174224853517,1008.2109375,3.207579578638283,0.003574703364004606,0.002478542562597972,31.387368975078914,88.99806268422181
7,2019-06-16 17:00:00,20.656606445312487,385.185793876648,1008.1976318359376,3.4338872679188754,0.007473350828057218,0.00401503854341604,26.545633585178223,49.74088540632882
8,2019-06-16 18:00:00,20.464528808593737,195.32555389404297,1008.4618530273438,3.4599554893932347,0.007929614734109957,0.004206517372294452,21.27850158696282,6.968914283350995
9,2019-06-16 19:00:00,20.339528808593737,71.375,1008.9624633789062,3.342348531172097,0.0059075201983582884,0.003366371736851448,22.239402399681637,16.226027421256166
10,2019-06-16 20:00:00,20.205953369140612,5.0,1009.5864868164062,3.096730087921514,0.0016709542265649331,0.0018082594678242338,20.316253855110688,0.9466714554459799
11,2019-06-16 21:00:00,20.239949951171862,0.0,1010.3187255859376,2.7341950420197856,0.0,0.0,20.239949951171866,0.0
12,2019-06-16 22:00:00,20.026906738281237,0.0,1011.1826171875,2.027870949061439,0.0,0.0,20.02690673828124,0.0
13,2019-06-16 23:00:00,19.743062744140612,0.0,1011.2672729492188,2.076761950270513,0.0,0.0,19.743062744140616,0.0
14,2019-06-17 00:00:00,19.585988769531237,0.0,1011.7163696289062,1.5396701930278862,0.0,0.0,19.58598876953124,0.0
15,2019-06-17 01:00:00,19.42360473632812,0.0,1011.563720703125,1.6022698307034924,0.0,0.0,19.423604736328116,0.0
16,2019-06-17 02:00:00,19.168416748046862,0.0,1011.3128051757812,1.4253738006489525,0.0,0.0,19.168416748046866,0.0
17,2019-06-17 03:00:00,18.958120117187487,0.0,1011.140380859375,1.105371809681531,0.0,0.0,18.95812011718749,0.0
18,2019-06-17 04:00:00,18.670705566406237,0.0,1011.3980712890624,0.3539962817729579,0.0,0.0,18.67070556640624,0.0
19,2019-06-17 05:00:00,18.815969238281237,0.0,1011.4617309570312,0.8685306655002615,0.0,0.0,18.81596923828124,0.0
20,2019-06-17 06:00:00,18.793203124999987,22.875,1011.7732543945312,1.2829095754406719,0.0,0.0,19.290792321996435,4.281802269010025
21,2019-06-17 07:00:00,18.69630981445312,137.6874938607216,1011.99609375,1.7139293999173604,0.0,0.0,21.63779306551578,25.160698183360974
22,2019-06-17 08:00:00,19.106740722656237,293.8328320980072,1012.5587158203124,1.3045002290724192,0.0,0.0,25.291025056972728,52.40449110870594
23,2019-06-17 09:00:00,19.924764404296862,468.45678520202637,1013.2833862304688,0.7939193632186925,0.0,0.0,29.884323637370073,83.39458024442938
24,2019-06-17 10:00:00,20.785634765624987,614.1859817504883,1013.2787475585938,0.9845924648499879,0.0,0.0,34.177499898071176,110.87648108884709
25,2019-06-17 11:00:00,21.29274536132812,797.2829170227051,1013.2385864257812,1.9182893924549944,0.0,0.0,39.003617590982685,144.7651360584599
26,2019-06-17 12:00:00,21.59795166015624,808.6461715698242,1013.2610473632812,2.701508400520833,0.0,0.0,39.689658520149294,147.60644938365172
27,2019-06-17 13:00:00,21.58498168945312,740.566234588623,1013.1670532226562,3.238040450149604,0.004107281648653911,0.0026722139147281054,38.038957622254486,134.8387887519095
28,2019-06-17 14:00:00,21.442373046874987,627.4748420715333,1012.8134155273438,3.3362267830037164,0.005802225450509598,0.003324308306680651,35.07664100668046,112.61521277402046
29,2019-06-17 15:00:00,21.364187011718737,548.1330852508545,1012.8071899414062,3.172000795569788,0.0029689669242430354,0.0022575066144318243,32.74823302546997,94.60895019310715
30,2019-06-17 16:00:00,21.24446655273437,312.87131500244135,1012.747802734375,2.9662440404012593,0.0,0.0,27.201450618935382,50.229400541550724
31,2019-06-17 17:00:00,21.01375366210937,231.23564910888672,1012.4835205078124,3.1176681185029533,0.0020328810226156973,0.0019307206827605186,24.55266854280643,30.04528466042004
32,2019-06-17 18:00:00,20.937856445312487,160.48316311836246,1012.6548461914062,3.236265745290279,0.004083564897830062,0.002660818141606555,21.608773105167018,5.739276127125041
33,2019-06-17 19:00:00,20.83748413085937,64.25,1013.0206298828124,3.170600586659671,0.0029506949693350886,0.002248921755454599,22.51286973330599,14.298745105433811
34,2019-06-17 20:00:00,20.619558105468737,4.4375,1013.4370727539062,2.7913645163125627,0.0,0.0,20.71743078857361,0.8391488038157706
