index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s
134846,130.375,33.6000000000008,-0.4771461486816406,-0.11020660400390625,0.1814899444580078,0.15268516540527344,0.3257904052734375,0.5862913131713867
