index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa
134846,130.375,33.6000000000008,1005.7560424804688,1006.1385498046875,1007.0607299804688,1007.4719848632812,1007.7586669921875,1008.0289306640625,1008.2109375,1008.1976318359375,1008.4618530273438,1008.9624633789062,1009.5864868164062,1010.3187255859375,1011.1826171875,1011.2672729492188,1011.7163696289062,1011.563720703125
