index,lons,lats,temperature FH40,temperature FH41,temperature FH42,temperature FH43,temperature FH44,temperature FH45,temperature FH46,temperature FH47,temperature FH48,temperature FH49,temperature FH50,temperature FH51
134846,130.375,33.6000000000008,17.06444335937499,17.085958251953116,17.230489501953116,17.00914550781249,16.65739990234374,16.37529541015624,16.622762451171866,17.515218505859366,18.81914306640624,19.611531982421866,19.86125732421874,20.142110595703116
