index,lons,lats,Vwind FH34m/s,Vwind FH35m/s,Vwind FH36m/s,Vwind FH37m/s,Vwind FH38m/s,Vwind FH39m/s
134846,130.375,33.6000000000008,-1.6186676025390625,-0.6050701141357422,0.037258148193359375,0.7182159423828125,-0.004141807556152344,-0.0340118408203125
