index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,16.914144287109366,17.754720458984366,18.67790771484374,19.52422119140624,19.423970947265616,20.494954833984366
