index,lons,lats,temperature FH34,temperature FH35,temperature FH36,temperature FH37,temperature FH38,temperature FH39
134846,130.375,33.6000000000008,18.17979980468749,17.933004150390616,17.733358154296866,17.438558349609366,17.46922851562499,17.300863037109366
