index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
134846,130.375,33.6000000000008,16.34874511718749,16.20775390624999,16.17821289062499,16.089803466796866,15.899709472656241,15.787099609374991,16.416341552734366,17.44255615234374,18.21404052734374,18.870015869140616,19.067220458984366,18.85790039062499,18.77806640624999,19.02312255859374,19.29790283203124,19.200582275390616,18.97246337890624,18.651693115234366
