index,lons,lats,radiation FH34-35W/m2(avg),radiation FH35-36W/m2(avg),radiation FH36-37W/m2(avg),radiation FH37-38W/m2(avg),radiation FH38-39W/m2(avg),radiation FH39-40W/m2(avg)
134846,130.375,33.6000000000008,47.6875,0.125,0.0,0.0,0.0,0.0
