index,lons,lats,radiation FH0-1W/m2(avg),radiation FH1-2W/m2(avg),radiation FH2-3W/m2(avg),radiation FH3-4W/m2(avg),radiation FH4-5W/m2(avg),radiation FH5-6W/m2(avg),radiation FH6-7W/m2(avg),radiation FH7-8W/m2(avg),radiation FH8-9W/m2(avg),radiation FH9-10W/m2(avg),radiation FH10-11W/m2(avg),radiation FH11-12W/m2(avg)
134846,130.375,33.6000000000008,0.0,0.0,0.0,0.0,0.0,8.125,44.78275918960571,100.51678323745728,177.62396717071533,270.7502250671387,437.31169509887695,594.8248481750488
