index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15,temperature FH16,temperature FH17
134846,130.375,33.6000000000008,19.77989746093749,19.729696044921866,19.685506591796866,19.591085205078116,19.409749755859366,19.427938232421866,19.89049316406249,20.40221191406249,20.84825683593749,21.33366943359374,21.79692626953124,22.141011962890616,22.223958740234366,22.164144287109366,22.21861816406249,22.06029296874999,21.59953857421874,21.47990966796874
