index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s
134846,130.375,33.6000000000008,0.9086847305297852,0.5632953643798828,0.23624038696289062,0.6674728393554688,0.03368568420410156,0.7509641647338867,-0.24424076080322266,-0.01641368865966797,0.4299354553222656,-0.10832500457763672,-1.0622024536132812,-1.7961759567260742
