index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s,Vwind FH12m/s,Vwind FH13m/s,Vwind FH14m/s,Vwind FH15m/s,Vwind FH16m/s,Vwind FH17m/s
134846,130.375,33.6000000000008,0.3153972625732422,0.9092330932617188,1.3815155029296875,1.1854000091552734,0.7532272338867188,0.7973546981811523,0.865595817565918,-0.21752548217773438,-0.5935382843017578,-1.0199956893920898,-1.4135980606079102,-1.4003725051879883,-1.7961397171020508,-1.757826805114746,-1.3163719177246094,-1.4162216186523438,-0.836733341217041,-0.3032064437866211
