index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa
134846,130.375,33.6000000000008,1010.8244018554688,1010.390869140625,1010.1748046875,1009.9557495117188,1009.829345703125,1010.2124633789062,1010.5084838867188,1010.609619140625,1010.2761840820312,1009.68798828125,1009.2466430664062,1008.3148193359375
