index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa,Pressure reduced to MSL16 hPa,Pressure reduced to MSL17 hPa
134846,130.375,33.6000000000008,1013.4744262695312,1013.1847534179688,1013.1520385742188,1013.1360473632812,1013.0225219726562,1013.2578125,1013.5201416015625,1014.030517578125,1013.8878784179688,1013.4624633789062,1013.4227905273438,1012.9122924804688,1012.6365966796875,1012.0609741210938,1011.7308349609375,1011.572021484375,1011.7044067382812,1011.7677001953125
