,DateTime,Date,Year,Month,Day,Hour,wind 10m[m/s],index,temperature,index,radiation,index,Uwind,index,Vwind,index,MSL,wind output STC[kW],rho,wind output[kW],wind output from power curve[kW],ts,É÷,n,É¬ the solar declination,cosÉ∆,É∆(radian),É∆(degree),cosÉ∆z,É∆z(radian),É∆z(degree),Gon(the extraterrestrial normal radiation)[kW/m2],Go(the extraterrestrial horizontal radiation)[kW/m2],_Go(the extraterrestrial horizontal radiation averaged over the time step )[kW/m2],the global horizontal radiation[kW/m2],kt(the clearness index),_Gd(the diffuse radiation)[kW/m2],_Gb(the beam radiation)[kW/m2],_G,Rb,Af,f,_Gt,temperature[K],Tc(the PV cell temperature)[K],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh]
7,2019-06-17 17:00:00,2019-06-17 17:00:00,2019,6,17,17,3.507492901807864,temperature FH7,21.21736694335937,radiation FH7-8W/m2(avg),295.38846015930176,Uwind FH7m/s,2.482699394226074,Vwind FH7m/s,2.477642059326172,Pressure reduced to MSL7 hPa,1012.7742309570312,0.008955757090727011,1.1987843998006797,0.008764099501034989,0.004563400764355258,17,75,168,23.38727061938625,0.2399686496075403,1.3284627698874492,76.1153099548099,0.41665373557727303,1.1410351201362525,65.37649666001012,1.3232869977517463,0.5513524708540997,0.13709063944071553,0.29538846015930176,2.154694597416636,0.048739095926284795,0.24664936423301698,0.29538846015930176,0.5759426332157185,0.03381331906035025,0.9137833441248533,0.19196933758900597,294.36736694335934,298.8850453546206,25.735045354620638,38.2380904813822
8,2019-06-17 18:00:00,2019-06-17 18:00:00,2019,6,17,18,2.4187591220593165,temperature FH8,20.92287231445312,radiation FH8-9W/m2(avg),171.45690584182742,Uwind FH8m/s,1.6083650588989258,Vwind FH8m/s,1.8065319061279297,Pressure reduced to MSL8 hPa,1012.6121826171876,0.0,1.199792900613561,0.0,0.0,18,90,168,23.38727061938625,0.002417849880271273,1.5683784745588283,89.86146727138701,0.21821495711779612,1.350811354950202,77.39578955699476,1.3232869977517463,0.28876101546893435,0.12701097849804516,0.17145690584182743,1.3499376815246436,0.028290389463901527,0.1431665163779259,0.17145690584182743,0.011080129026013909,0.018183719333316778,0.9137833441248533,0.030428111328717342,294.0728723144531,294.7889472010556,21.6389472010556,6.125104028671117
9,2019-06-17 19:00:00,2019-06-17 19:00:00,2019,6,17,19,1.939440102608718,temperature FH9,20.744374999999987,radiation FH9-10W/m2(avg),73.625,Uwind FH9m/s,1.2941484451293943,Vwind FH9m/s,1.444509506225586,Pressure reduced to MSL9 hPa,1012.636474609375,0.0,1.2005503969740665,0.0,0.0,19,105,168,23.38727061938625,-0.23513294984699795,1.808151677480927,103.59945983915713,0.01977617865831896,1.5510188588415008,88.86683455681519,1.3232869977517463,0.02616956008376892,0.3821135520298226,0.073625,0.1926783271854588,0.07234826523448736,0.001276734765512641,0.073625,11.889705989690174,0.00048785765624999793,0.13168541850444648,0.08346787243044886,293.89437499999997,295.85865226452984,22.70865226452986,16.755905752404576
10,2019-06-17 20:00:00,2019-06-17 20:00:00,2019,6,17,20,1.9073105050376915,temperature FH10,20.56160522460937,radiation FH10-11W/m2(avg),4.6875,Uwind FH10m/s,1.429819107055664,Vwind FH10m/s,1.262319564819336,Pressure reduced to MSL10 hPa,1013.1015014648438,0.0,1.2018491355422545,0.0,0.0,20,120,168,23.38727061938625,-0.4564950551441113,2.04484817264058,117.16117003734396,-0.1651393249847312,1.7366956009456007,99.50532823311914,1.3232869977517463,0.21852672156979497,0.6108322623453617,0.0046875,0.007673956156149639,0.004684262549746624,3.237450253375934e-06,0.0046875,2.764302537789342,1.9775390625001862e-06,0.02628033588167268,0.004393590204697501,293.71160522460934,293.81500104742656,20.665001047426586,0.8866221558978881
11,2019-06-17 21:00:00,2019-06-17 21:00:00,2019,6,17,21,2.073230353152901,temperature FH11,20.533895263671862,radiation FH11-12W/m2(avg),0.0,Uwind FH11m/s,1.9868326187133791,Vwind FH11m/s,0.5922670364379883,Pressure reduced to MSL11 hPa,1013.5409545898438,0.0,1.2024839090227017,0.0,0.0,21,135,168,23.38727061938625,-0.6465830043532469,2.273892925825739,130.2844677144692,-0.3239298678253997,1.9006767145466117,108.90075396231238,1.3232869977517463,0.4286521822767931,0.7975803073121986,0.0,0.0,0.0,0.0,0.0,1.9960586181628655,0.0,0.0,0.0,293.68389526367184,293.68389526367184,20.533895263671866,0.0
12,2019-06-17 22:00:00,2019-06-17 22:00:00,2019,6,17,22,1.9307862083805198,temperature FH12,20.354207763671862,radiation FH12-13W/m2(avg),0.0,Uwind FH12m/s,1.9190797805786133,Vwind FH12m/s,0.21229267120361328,Pressure reduced to MSL12 hPa,1013.9588012695312,0.0,1.2037161315783835,0.0,0.0,22,150,168,23.38727061938625,-0.7924426178709906,2.4855996138987257,142.41436743574394,-0.4457741367828738,2.032835218323551,116.47287845549475,1.3232869977517463,0.5898871191387852,0.9296311162815775,0.0,0.0,0.0,0.0,0.0,1.7776774211038873,0.0,0.0,0.0,293.50420776367184,293.50420776367184,20.354207763671866,0.0
13,2019-06-17 23:00:00,2019-06-17 23:00:00,2019,6,17,23,1.2615613748462395,temperature FH13,20.17238403320312,radiation FH13-14W/m2(avg),0.0,Uwind FH13m/s,1.255390167236328,Vwind FH13m/s,0.12462997436523438,Pressure reduced to MSL13 hPa,1014.0279541015624,0.0,1.204544432567738,0.0,0.0,23,165,168,23.38727061938625,-0.884133804080516,2.655433192413781,152.1451147042603,-0.5223686462848767,2.120422676351356,121.4912701387672,1.3232869977517463,0.6912436376619584,1.1189415761585655,0.0,0.0,0.0,0.0,0.0,1.6925476105209207,0.0,0.0,0.0,293.3223840332031,293.3223840332031,20.172384033203116,0.0
14,2019-06-18 00:00:00,2019-06-18 00:00:00,2019,6,18,0,1.3235264228625068,temperature FH14,20.032338867187487,radiation FH14-15W/m2(avg),0.0,Uwind FH14m/s,1.3231973648071291,Vwind FH14m/s,0.029511451721191406,Pressure reduced to MSL14 hPa,1014.0589599609376,0.0,1.2051566592831946,0.0,0.0,0,-180,169,23.41331062609798,-0.9152249234525578,2.7268620952827485,156.23768937390204,-0.5481135316203194,2.1509034421246196,123.23768937390203,1.3231016586890703,0.7252099228367688,0.997643348837174,0.0,0.0,0.0,0.0,0.0,1.6697725391799632,0.0,0.0,0.0,293.18233886718747,293.18233886718747,20.03233886718749,0.0
15,2019-06-18 01:00:00,2019-06-18 01:00:00,2019,6,18,1,1.3494970167606815,temperature FH15,19.916066894531237,radiation FH0-1W/m2(avg),0.0,Uwind FH15m/s,1.3488988876342771,Vwind FH15m/s,0.04017448425292969,Pressure reduced to MSL15 hPa,1013.8619384765624,0.0,1.2054005542590422,0.0,0.0,1,-165,169,23.41331062609798,-0.8839569176190133,2.6550547455740987,152.12343129757645,-0.5219937084515655,2.119983039111905,121.4660807804299,1.3231016586890703,0.690650741477525,0.9293118344351107,0.0,0.0,0.0,0.0,0.0,1.6934244672051129,0.0,0.0,0.0,293.0660668945312,293.0660668945312,19.91606689453124,0.0
16,2019-06-18 02:00:00,2019-06-18 02:00:00,2019,6,18,2,1.1933238607353545,temperature FH0,19.779897460937487,radiation FH1-2W/m2(avg),0.0,Uwind FH0m/s,1.1508893966674805,Vwind FH0m/s,0.3153972625732422,Pressure reduced to MSL0 hPa,1013.4744262695312,0.0,1.2054999535899253,0.0,0.0,2,-150,169,23.41331062609798,-0.7922837630431137,2.485339217337851,142.3994478118061,-0.4454142617292056,2.032433228863286,116.44984615601281,1.3231016586890703,0.5893283484976796,0.7973054854143229,0.0,0.0,0.0,0.0,0.0,1.778757060825302,0.0,0.0,0.0,292.92989746093747,292.92989746093747,19.77989746093749,0.0
17,2019-06-18 03:00:00,2019-06-18 03:00:00,2019,6,18,3,1.2159373740987025,temperature FH1,19.729696044921862,radiation FH2-3W/m2(avg),0.0,Uwind FH1m/s,0.8073406219482422,Vwind FH1m/s,0.9092330932617188,Pressure reduced to MSL1 hPa,1013.1847534179688,0.0,1.2053619668908357,0.0,0.0,3,-135,169,23.41331062609798,-0.6464528337121547,2.2737222994707866,130.27469154445672,-0.3235939541938492,1.9003216781505636,108.88041187524529,1.3231016586890703,0.4281476975356367,0.6106203163097659,0.0,0.0,0.0,0.0,0.0,1.9977284041743768,0.0,0.0,0.0,292.87969604492184,292.87969604492184,19.729696044921866,0.0
18,2019-06-18 04:00:00,2019-06-18 04:00:00,2019,6,18,4,1.397337260957061,temperature FH2,19.685506591796862,radiation FH3-4W/m2(avg),0.0,Uwind FH2m/s,0.20968151092529294,Vwind FH2m/s,1.3815155029296875,Pressure reduced to MSL2 hPa,1013.1520385742188,0.0,1.2055049324292726,0.0,0.0,4,-120,169,23.41331062609798,-0.45640226646303633,2.0447438863724376,117.15519487431824,-0.16483463848645383,1.736386680927186,99.48762841985688,1.3231016586890703,0.21809298359084017,0.38197861288408824,0.0,0.0,0.0,0.0,0.0,2.7688492579825303,0.0,0.0,0.0,292.83550659179684,292.83550659179684,19.685506591796866,0.0
19,2019-06-18 05:00:00,2019-06-18 05:00:00,2019,6,18,5,1.191246005757827,temperature FH3,19.59108520507812,radiation FH4-5W/m2(avg),0.0,Uwind FH3m/s,0.11787223815917967,Vwind FH3m/s,1.1854000091552734,Pressure reduced to MSL3 hPa,1013.1360473632812,0.0,1.2058747254046573,0.0,0.0,5,-105,169,23.41331062609798,-0.235083693380374,1.808101000496617,103.59655626183772,0.020044500389695047,1.5507504839092328,88.85145780586912,1.3231016586890703,0.026520911713199258,0.12696192937746995,0.0,0.0,0.0,0.0,0.0,11.728089441492461,0.0,0.0,0.0,292.7410852050781,292.7410852050781,19.591085205078116,0.0
20,2019-06-18 06:00:00,2019-06-18 06:00:00,2019,6,18,6,0.8701925953215699,temperature FH4,19.40974975585937,radiation FH5-6W/m2(avg),16.25,Uwind FH4m/s,0.4357566833496094,Vwind FH4m/s,0.7532272338867188,Pressure reduced to MSL4 hPa,1013.0225219726562,0.0,1.206486948890448,0.0,0.0,6,-90,169,23.41331062609798,0.002420390526484768,1.5683759339051806,89.8613217026558,0.21844425464741143,1.3505763888838014,77.38232699306121,1.3231016586890703,0.28902395565508776,0.1370507686641087,0.01625,0.11856920000081403,0.01607659254499881,0.00017340745500118993,0.01625,0.011080129026013958,2.376562499999992e-05,0.10330163599901614,0.015078491077047783,292.55974975585934,292.9145969125392,19.76459691253922,3.0498150076448627
21,2019-06-18 07:00:00,2019-06-18 07:00:00,2019,6,18,7,0.93122226922699,temperature FH5,19.427938232421862,radiation FH6-7W/m2(avg),97.69325923919678,Uwind FH5m/s,0.4810409545898438,Vwind FH5m/s,0.7973546981811523,Pressure reduced to MSL5 hPa,1013.2578125,0.0,1.206692154391965,0.0,0.0,7,-75,169,23.41331062609798,0.2399244744333433,1.3285082744268208,76.1179171728646,0.4168440089051276,1.140825803530397,65.36450370191261,1.3231016586890703,0.5515269995969758,0.3920674521707274,0.09769325923919678,0.24917462211746116,0.09551825626748708,0.002175002971709694,0.09769325923919678,0.575573762145516,0.0008527478735819805,0.14920989609878849,0.09091318242145861,292.57793823242184,294.7174284587402,21.56742845874021,18.303947954637547
22,2019-06-18 08:00:00,2019-06-18 08:00:00,2019,6,18,8,0.8900836269950894,temperature FH6,19.890493164062487,radiation FH7-8W/m2(avg),201.33051586151126,Uwind FH6m/s,0.20734691619873047,Vwind FH6m/s,0.865595817565918,Pressure reduced to MSL6 hPa,1013.5201416015624,0.0,1.2050993453784185,0.0,0.0,8,-60,169,23.41331062609798,0.461243047516006,1.0914006636610314,62.53265178555417,0.6017231477812769,0.9251395389991496,53.0065910453299,1.3231016586890703,0.796140894901016,0.6207091555964045,0.20133051586151127,0.3243556407156007,0.1879438523191417,0.013386663542369559,0.20133051586151127,0.7665369850183416,0.008309224623637382,0.25785845184183687,0.1870664649330558,293.04049316406247,297.4427906388204,24.292790638820406,37.4004085757105
23,2019-06-18 09:00:00,2019-06-18 09:00:00,2019,6,18,9,1.0495576528399437,temperature FH7,20.402211914062487,radiation FH8-9W/m2(avg),302.2055950164795,Uwind FH7m/s,1.026768684387207,Vwind FH7m/s,0.2175254821777344,Pressure reduced to MSL7 hPa,1014.030517578125,0.0,1.2036044134306645,0.0,0.0,9,-45,169,23.41331062609798,0.6512936147651243,0.8615083761141545,49.360793966510194,0.760482463488672,0.7067405498531693,40.49325071734175,1.3231016586890703,1.0061956088458122,0.8073943247009613,0.3022055950164795,0.3742973981497936,0.26578350475319934,0.03642209026328014,0.3022055950164795,0.8564216086947622,0.029406988972318523,0.34716120159132796,0.28180679273376885,293.55221191406247,300.1840651030638,27.034065103063824,55.944196765423094
24,2019-06-18 10:00:00,2019-06-18 10:00:00,2019,6,18,10,1.059465564751791,temperature FH8,20.848256835937487,radiation FH9-10W/m2(avg),429.57307624816895,Uwind FH8m/s,0.877598762512207,Vwind FH8m/s,0.5935382843017578,Pressure reduced to MSL8 hPa,1013.8878784179688,0.0,1.201609293804197,0.0,0.0,10,-30,169,23.41331062609798,0.797124544096083,0.6482783388814503,37.14361276765884,0.8823027710240283,0.49006392717434855,28.078594718696706,1.3231016586890703,1.1673762598078548,0.9394006737217505,0.42957307624816893,0.45728419008501586,0.32122605635819856,0.10834701988997036,0.42957307624816893,0.9034591868853763,0.10178126348038208,0.5022153218760732,0.40266475402051105,293.99825683593747,303.4743007138868,30.324300713886828,79.25473294624719
25,2019-06-18 11:00:00,2019-06-18 11:00:00,2019,6,18,11,1.1129592496607632,temperature FH9,21.333669433593737,radiation FH10-11W/m2(avg),500.6136837005615,Uwind FH9m/s,0.4452943801879883,Vwind FH9m/s,1.0199956893920898,Pressure reduced to MSL9 hPa,1013.4624633789062,0.0,1.1991252697267751,0.0,0.0,11,-15,169,23.41331062609798,0.8887976986719828,0.4760812631242092,27.277447082274417,0.9588822177463882,0.28775924657218277,16.487390344450475,1.3231016586890703,1.2686986527877004,1.0077321881238122,0.5006136837005615,0.4967725449284299,0.33534142629142677,0.1652722574091347,0.5006136837005615,0.9269101900344743,0.16655017359506924,0.5745775079031283,0.47336550391974963,294.4836694335937,305.6235376258385,32.4735376258385,92.64662193038441
26,2019-06-18 12:00:00,2019-06-18 12:00:00,2019,6,18,12,2.028190243357993,temperature FH10,21.79692626953124,radiation FH11-12W/m2(avg),512.4867439270021,Uwind FH10m/s,1.4544057846069336,Vwind FH10m/s,1.4135980606079102,Pressure reduced to MSL10 hPa,1013.4227905273438,0.0,1.1971950028859764,0.0,0.0,12,0,169,23.41331062609798,0.9200657045055272,0.40254816012812467,23.06431062609799,0.9850020409151421,0.1734104930300044,9.935689373902031,1.3231016586890703,1.3032578341469438,1.0077321881238122,0.5124867439270021,0.508554504824487,0.33065429555227716,0.18183244837472495,0.5124867439270021,0.9340749219673858,0.1832384110725717,0.5956544286832007,0.48637641820413896,294.9469262695312,306.39298464460194,33.24298464460196,95.00041482079732
27,2019-06-18 13:00:00,2019-06-18 13:00:00,2019,6,18,13,1.8455854561084275,temperature FH11,22.141011962890616,radiation FH12-13W/m2(avg),472.52246856689453,Uwind FH11m/s,1.2021408081054688,Vwind FH11m/s,1.4003725051879885,Pressure reduced to MSL11 hPa,1012.9122924804688,0.0,1.1951976120657737,0.0,0.0,13,15,169,23.41331062609798,0.8887976986719828,0.4760812631242092,27.277447082274417,0.9588822177463882,0.28775924657218277,16.487390344450475,1.3231016586890703,1.2686986527877004,0.9394006737217505,0.4725224685668945,0.5030041831829207,0.31039252901050224,0.16212993955639227,0.4725224685668945,0.9269101900344743,0.15230497444974156,0.5857608993318038,0.4468621387935871,295.2910119628906,305.8071676291663,32.65716762916634,87.41715998061824
28,2019-06-18 14:00:00,2019-06-18 14:00:00,2019,6,18,14,2.4023384283216997,temperature FH12,22.223958740234366,radiation FH13-14W/m2(avg),424.60805892944336,Uwind FH12m/s,1.5953407287597656,Vwind FH12m/s,1.7961397171020508,Pressure reduced to MSL12 hPa,1012.6365966796876,0.0,1.1945367581243163,0.0,0.0,14,30,169,23.41331062609798,0.797124544096083,0.6482783388814503,37.14361276765884,0.8823027710240283,0.49006392717434855,28.078594718696706,1.3231016586890703,1.1673762598078548,0.8073943247009613,0.42460805892944337,0.5258992365182993,0.2581508552753489,0.16645720365409444,0.42460805892944337,0.9034591868853763,0.13439660153590796,0.6261194296223019,0.3969606316363063,295.37395874023434,304.7157656047421,31.565765604742126,77.87827482127774
29,2019-06-18 15:00:00,2019-06-18 15:00:00,2019,6,18,15,2.264552510514236,temperature FH13,22.164144287109366,radiation FH14-15W/m2(avg),395.68228912353516,Uwind FH13m/s,1.4276704788208008,Vwind FH13m/s,1.7578268051147459,Pressure reduced to MSL13 hPa,1012.0609741210938,0.0,1.1940995464600623,0.0,0.0,15,45,169,23.41331062609798,0.6512936147651243,0.8615083761141545,49.360793966510194,0.760482463488672,0.7067405498531693,40.49325071734175,1.3231016586890703,1.0061956088458122,0.6207091555964045,0.39568228912353515,0.6374681049183918,0.14366451824125365,0.2520177708822815,0.39568228912353515,0.8564216086947622,0.1564297377596291,0.7980723732702693,0.35491606120687264,295.31414428710934,303.6665022608444,30.516502260844447,69.82144475170497
