index,lons,lats,Uwind FH34m/s,Uwind FH35m/s,Uwind FH36m/s,Uwind FH37m/s,Uwind FH38m/s,Uwind FH39m/s
134846,130.375,33.6000000000008,1.3430109024047852,1.2644290924072266,1.5939264297485352,0.9944524765014648,-0.8015565872192383,-0.7131738662719727
