,Date,temperature,radiation,MSL,wind 10m[m/s],wind output[kW],wind output from power curve[kW],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh]
0,2019-06-17 10:00:00,20.998647460937487,537.7987432479858,1013.4140014648438,1.0045034070254577,0.0,0.0,32.78650021807255,97.95498195364186
1,2019-06-17 11:00:00,21.47777343749999,635.8510150909424,1013.04296875,0.9036722055404227,0.0,0.0,35.62286041153311,116.66539073477624
2,2019-06-17 12:00:00,21.58659912109374,718.8248558044434,1013.6870727539062,2.479245981369233,0.0,0.0,37.67093717619622,131.93915007965185
3,2019-06-17 13:00:00,21.70219970703124,820.5904560089111,1013.5164184570312,3.0175250486375162,0.00030237090248827584,0.0013624800809778695,39.9314918467108,148.6325269500661
4,2019-06-17 14:00:00,22.02834106445312,830.1277942657471,1012.9586791992188,3.1718559972809923,0.0029602356365791994,0.0022566184373071264,40.048014816541695,146.87746430001758
5,2019-06-17 15:00:00,22.02199340820312,689.1249732971191,1012.7250366210938,3.6976288212357193,0.01201420839348948,0.00609036772293077,36.318254990633534,117.69473401281162
6,2019-06-17 16:00:00,21.50661254882812,479.62853240966797,1012.7147216796876,3.960915717894489,0.016577177080464283,0.008467752770623702,30.614220216442902,76.11547458249957
7,2019-06-17 17:00:00,21.21736694335937,295.38846015930176,1012.7742309570312,3.507492901807864,0.008764099501034989,0.004563400764355258,25.735045354620638,38.2380904813822
8,2019-06-17 18:00:00,20.92287231445312,171.45690584182742,1012.6121826171876,2.4187591220593165,0.0,0.0,21.6389472010556,6.125104028671117
9,2019-06-17 19:00:00,20.744374999999987,73.625,1012.636474609375,1.939440102608718,0.0,0.0,22.70865226452986,16.755905752404576
10,2019-06-17 20:00:00,20.56160522460937,4.6875,1013.1015014648438,1.9073105050376915,0.0,0.0,20.665001047426586,0.8866221558978881
11,2019-06-17 21:00:00,20.533895263671862,0.0,1013.5409545898438,2.073230353152901,0.0,0.0,20.533895263671866,0.0
12,2019-06-17 22:00:00,20.354207763671862,0.0,1013.9588012695312,1.9307862083805198,0.0,0.0,20.354207763671866,0.0
13,2019-06-17 23:00:00,20.17238403320312,0.0,1014.0279541015624,1.2615613748462395,0.0,0.0,20.172384033203116,0.0
14,2019-06-18 00:00:00,20.032338867187487,0.0,1014.0589599609376,1.3235264228625068,0.0,0.0,20.03233886718749,0.0
15,2019-06-18 01:00:00,19.916066894531237,0.0,1013.8619384765624,1.3494970167606815,0.0,0.0,19.91606689453124,0.0
16,2019-06-18 02:00:00,19.779897460937487,0.0,1013.4744262695312,1.1933238607353545,0.0,0.0,19.77989746093749,0.0
17,2019-06-18 03:00:00,19.729696044921862,0.0,1013.1847534179688,1.2159373740987025,0.0,0.0,19.729696044921866,0.0
18,2019-06-18 04:00:00,19.685506591796862,0.0,1013.1520385742188,1.397337260957061,0.0,0.0,19.685506591796866,0.0
19,2019-06-18 05:00:00,19.59108520507812,0.0,1013.1360473632812,1.191246005757827,0.0,0.0,19.591085205078116,0.0
20,2019-06-18 06:00:00,19.40974975585937,16.25,1013.0225219726562,0.8701925953215699,0.0,0.0,19.76459691253922,3.0498150076448627
21,2019-06-18 07:00:00,19.427938232421862,97.69325923919678,1013.2578125,0.93122226922699,0.0,0.0,21.56742845874021,18.303947954637547
22,2019-06-18 08:00:00,19.890493164062487,201.33051586151126,1013.5201416015624,0.8900836269950894,0.0,0.0,24.292790638820406,37.4004085757105
23,2019-06-18 09:00:00,20.402211914062487,302.2055950164795,1014.030517578125,1.0495576528399437,0.0,0.0,27.034065103063824,55.944196765423094
24,2019-06-18 10:00:00,20.848256835937487,429.57307624816895,1013.8878784179688,1.059465564751791,0.0,0.0,30.324300713886828,79.25473294624719
25,2019-06-18 11:00:00,21.333669433593737,500.6136837005615,1013.4624633789062,1.1129592496607632,0.0,0.0,32.4735376258385,92.64662193038441
26,2019-06-18 12:00:00,21.79692626953124,512.4867439270021,1013.4227905273438,2.028190243357993,0.0,0.0,33.24298464460196,95.00041482079732
27,2019-06-18 13:00:00,22.141011962890616,472.52246856689453,1012.9122924804688,1.8455854561084275,0.0,0.0,32.65716762916634,87.41715998061824
28,2019-06-18 14:00:00,22.223958740234366,424.60805892944336,1012.6365966796876,2.4023384283216997,0.0,0.0,31.565765604742126,77.87827482127774
29,2019-06-18 15:00:00,22.164144287109366,395.68228912353516,1012.0609741210938,2.264552510514236,0.0,0.0,30.516502260844447,69.82144475170497
30,2019-06-18 16:00:00,22.21861816406249,274.33498573303217,1011.7308349609376,1.963402604334383,0.0,0.0,27.523727982722903,44.695378071696794
31,2019-06-18 17:00:00,22.06029296874999,170.7358856201172,1011.572021484375,2.3340167153529303,0.0,0.0,24.673721379090864,22.181009714173967
32,2019-06-18 18:00:00,21.59953857421874,116.01109981536864,1011.7044067382812,3.7119742393195763,0.012266456864460772,0.006212035743942967,22.086507694901627,4.160629012736655
33,2019-06-18 19:00:00,21.47990966796874,50.75,1011.7677001953124,2.3171210100625297,0.0,0.0,22.757188617437407,10.894236673391509
34,2019-06-18 20:00:00,21.295156249999987,4.75,1011.9551391601562,1.4801918140311432,0.0,0.0,21.399933421915307,0.8967825003480476
35,2019-06-18 21:00:00,21.053914794921862,0.0,1012.149169921875,1.380567777112261,0.0,0.0,21.053914794921866,0.0
36,2019-06-18 22:00:00,20.84157348632812,0.0,1012.5803833007812,1.5958615749555816,0.0,0.0,20.841573486328116,0.0
37,2019-06-18 23:00:00,20.625936279296862,0.0,1012.5132446289062,1.1285016428786117,0.0,0.0,20.625936279296866,0.0
38,2019-06-19 00:00:00,20.658162841796862,0.0,1011.8220825195312,1.5389355002999543,0.0,0.0,20.658162841796866,0.0
39,2019-06-19 01:00:00,20.856893310546862,0.0,1011.3944091796876,2.3673079254968528,0.0,0.0,20.856893310546866,0.0
40,2019-06-19 02:00:00,20.811086425781237,0.0,1010.8244018554688,1.1862863663604881,0.0,0.0,20.81108642578124,0.0
41,2019-06-19 03:00:00,20.720205078124987,0.0,1010.390869140625,1.2632871409136603,0.0,0.0,20.72020507812499,0.0
42,2019-06-19 04:00:00,20.546621093749987,0.0,1010.1748046875,1.266947181338778,0.0,0.0,20.54662109374999,0.0
43,2019-06-19 05:00:00,20.304097900390612,0.0,1009.9557495117188,1.3877550160107226,0.0,0.0,20.304097900390616,0.0
44,2019-06-19 06:00:00,20.15999389648437,8.125,1009.829345703125,1.4398853591191745,0.0,0.0,20.338227986465995,1.5296367218947975
45,2019-06-19 07:00:00,20.085500488281237,44.78275918960571,1010.2124633789062,1.0085143997526227,0.0,0.0,21.06981318421623,8.43179179743104
46,2019-06-19 08:00:00,20.52254272460937,100.51678323745728,1010.5084838867188,1.2745570590334836,0.0,0.0,22.73570826166366,18.877691268600195
47,2019-06-19 09:00:00,20.695974121093737,177.6239671707153,1010.609619140625,1.2865283913645633,0.0,0.0,24.612426599288142,33.245447386683345
48,2019-06-19 10:00:00,21.177144775390612,270.7502250671387,1010.2761840820312,0.9627734517219428,0.0,0.0,27.158012972603558,50.43647599749129
49,2019-06-19 11:00:00,21.83818603515624,437.31169509887695,1009.68798828125,0.9309624703671889,0.0,0.0,31.55826882604032,81.03337860457458
50,2019-06-19 12:00:00,22.58546997070312,594.8248481750487,1009.2466430664062,1.10765656978561,0.0,0.0,35.88784865483615,109.63780610137731
51,2019-06-19 13:00:00,23.14137817382812,0.0,1008.3148193359376,1.9052086044063261,0.0,0.0,23.141378173828116,0.0
