index,lons,lats,radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg),radiation FH18-19W/m2(avg),radiation FH19-20W/m2(avg),radiation FH20-21W/m2(avg),radiation FH21-22W/m2(avg)
135328,130.4375,33.5500000000008,66.43451309204102,225.12323188781738,363.4661750793457,516.5970726013184,659.7449722290039,703.294002532959
