index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,16.738302001953116,16.090596923828116,15.414846191406241,15.054464111328116,14.914022216796866,14.732625732421866
