index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s
135328,130.4375,33.5500000000008,0.9826889038085938,0.9243993759155273,0.7887210845947266,0.43367958068847656,0.6173133850097656,0.6496162414550781,0.7046661376953125,1.0411357879638672,1.3636341094970703,1.5159797668457031,2.0748977661132812,2.321758270263672
