,DateTime,Date,Year,Month,Day,Hour,wind_10m[m/s],index,temperature,index,radiation,index,Uwind,index,Vwind,wind_30m[m/s],wind output[kWh],ts,É÷,n,É¬ the solar declination,cosÉ∆,É∆(radian),É∆(degree),cosÉ∆z,É∆z(radian),É∆z(degree),Gon(the extraterrestrial normal radiation)[kW/m2],Go(the extraterrestrial horizontal radiation)[kW/m2],_Go(the extraterrestrial horizontal radiation averaged over the time step )[kW/m2],the global horizontal radiation[kW/m2],kt(the clearness index),_Gd(the diffuse radiation)[kW/m2],_Gb(the beam radiation)[kW/m2],_G,Rb,Af,f,_Gt,temperature[K],Tc(the PV cell temperature)[K],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh]
5,2019-04-21 14:00:00,2019-04-21 14:00:00,2019,4,21,14,1.8120429838702685,temperature FH5,21.36110473632812,radiation FH5-6W/m2(avg),754.6505260467529,Uwind FH5m/s,1.1515865325927734,Vwind FH5m/s,1.399052619934082,2.6278572825553157,0.016804099992984347,14,30,111,11.57903665125146,0.8496075839699475,0.5555555155104204,31.83098632396183,0.8190439664062672,0.6110536408909766,35.01079467915558,1.3519568899142218,1.1073121335256253,0.8778310897374672,0.754650526046753,0.859676234835162,0.12451733679771425,0.6301331892490387,0.754650526046753,1.0373162111159733,0.5531505041982293,0.9137833441248533,0.7894923020284109,294.5111047363281,313.09049024406335,39.94049024406337,118.07332675107567
6,2019-04-21 15:00:00,2019-04-21 15:00:00,2019,4,21,15,2.1513689441799615,temperature FH6,21.11775756835937,radiation FH6-7W/m2(avg),571.4735794067383,Uwind FH6m/s,1.2809371948242188,Vwind FH6m/s,1.728464126586914,3.1199538850627,0.08147965346538345,15,45,111,11.57903665125146,0.6939260414529181,0.8038690132657683,46.05830174147451,0.68899491937618,0.8106949551681905,46.4493994036848,1.3519568899142218,0.9314914283665202,0.6741892885733829,0.5714735794067383,0.8476455931478887,0.09429314060211182,0.47718043880462646,0.5714735794067383,1.007156978865973,0.3217099405588258,0.9137833441248533,0.5803971893379183,294.26775756835934,307.92643809077833,34.776438090778356,88.0047431486085
7,2019-04-21 16:00:00,2019-04-21 16:00:00,2019,4,21,16,2.264608380206177,temperature FH7,19.797048339843737,radiation FH7-8W/m2(avg),384.4660835266113,Uwind FH7m/s,1.3294296264648438,Vwind FH7m/s,1.8333215713500977,3.2841757491590835,0.10306309846090811,16,60,111,11.57903665125146,0.4910379051616684,1.0575155376812404,60.59117707864305,0.5195117015727511,1.024516943412499,58.70049689717958,1.3519568899142218,0.7023574243323418,0.42478003699672534,0.3844660835266113,0.9050945196126888,0.06343690378189087,0.32102917974472045,0.3844660835266113,0.9451912318338892,0.13636678684899076,0.9137833441248533,0.36923441163420817,292.9470483398437,301.63636482696876,28.48636482696878,56.91853227982133
8,2019-04-21 17:00:00,2019-04-21 17:00:00,2019,4,21,17,2.004668597888122,temperature FH8,18.63826538085937,radiation FH8-9W/m2(avg),185.2746865749359,Uwind FH8m/s,1.310041427612305,Vwind FH8m/s,1.51739501953125,2.907206407884754,0.05351855646485337,17,75,111,11.57903665125146,0.25476966629594877,1.313186824738952,75.24006276972767,0.32214431420502365,1.2428026463727404,71.20734640484775,1.3519568899142218,0.4355252251361737,0.1466001633341663,0.18527468657493593,1.2638095508298537,0.03057032328486443,0.1547043632900715,0.18527468657493593,0.7908556974679511,0.022679684926832686,0.9137833441248533,0.1539281672993865,291.78826538085934,295.4107082513049,22.260708251304948,24.113054280754774
9,2019-04-21 18:00:00,2019-04-21 18:00:00,2019,4,21,18,1.6055311868790665,temperature FH9,17.46465087890624,radiation FH9-10W/m2(avg),31.5625,Uwind FH9m/s,1.0436248779296875,Vwind FH9m/s,1.2200727462768557,2.328370165258672,0.0,18,90,111,11.57903665125146,0.0012226148827323192,1.5695737116075725,89.92994930979773,0.11034301855707948,1.460228157365107,83.66491054318566,1.3519568899142218,0.14917900419217636,0.14139283373816652,0.0315625,0.22322559896103317,0.031042308194798543,0.0005201918052014573,0.0315625,0.011080129026014194,7.355139342480635e-05,0.12837961100281575,0.029135105344747614,290.6146508789062,291.30029702468596,18.150297024685983,4.6121148920899975
10,2019-04-21 19:00:00,2019-04-21 19:00:00,2019,4,21,19,0.8675194927788591,temperature FH10,16.37975097656249,radiation FH10-11W/m2(avg),0.0,Uwind FH10m/s,0.7355136871337891,Vwind FH10m/s,0.4600105285644531,1.2580923505404178,0.0,19,105,111,11.57903665125146,-0.2523244365304843,1.825877996460137,104.61510310296852,-0.10145827709086486,1.67242948006239,95.82315074083361,1.3519568899142218,0.13716721675182092,0.41957270740072494,0.0,0.0,0.0,0.0,0.0,2.486977344435935,0.0,0.0,0.0,289.52975097656247,289.52975097656247,16.37975097656249,0.0
11,2019-04-21 20:00:00,2019-04-21 20:00:00,2019,4,21,20,0.7521236506637253,temperature FH11,15.691610107421866,radiation FH11-12W/m2(avg),0.0,Uwind FH11m/s,0.6625099182128906,Vwind FH11m/s,0.356048583984375,1.0907432276011972,0.0,20,120,111,11.57903665125146,-0.48859267539620366,2.081272392636932,119.24812411519096,-0.29882566445859193,1.8742581805604026,107.38708346397966,1.3519568899142218,0.40399941594798877,0.6689819589773831,0.0,0.0,0.0,0.0,0.0,1.6350425465678422,0.0,0.0,0.0,288.84161010742184,288.84161010742184,15.691610107421866,0.0
12,2019-04-21 21:00:00,2019-04-21 21:00:00,2019,4,21,21,0.7931924134615326,temperature FH12,15.264364013671866,radiation FH12-13W/m2(avg),0.0,Uwind FH12m/s,0.7869014739990234,Vwind FH12m/s,0.099700927734375,1.150301885074789,0.0,21,135,111,11.57903665125146,-0.6914808116874536,2.334333238586519,133.7474425481126,-0.46830888226202105,2.058172160505041,117.92457830826112,1.3519568899142218,0.6331334199821674,0.8726237601414677,0.0,0.0,0.0,0.0,0.0,1.4765485727015675,0.0,0.0,0.0,288.41436401367184,288.41436401367184,15.264364013671866,0.0
13,2019-04-21 22:00:00,2019-04-21 22:00:00,2019,4,21,22,0.734876431022196,temperature FH13,14.823232421874993,radiation FH13-14W/m2(avg),0.0,Uwind FH13m/s,0.7157773971557617,Vwind FH13m/s,0.16645145416259766,1.065730999887912,0.0,22,150,111,11.57903665125146,-0.847162354204483,2.58141805587669,147.90435976060047,-0.5983579292921084,2.2122464232591215,126.75238329565961,1.3519568899142218,0.8089541251412724,1.0166202586776325,0.0,0.0,0.0,0.0,0.0,1.415812029443187,0.0,0.0,0.0,287.97323242187497,287.97323242187497,14.823232421874991,0.0
14,2019-04-21 23:00:00,2019-04-21 23:00:00,2019,4,21,23,0.8193829729045922,temperature FH14,14.548604736328116,radiation FH14-15W/m2(avg),0.0,Uwind FH14m/s,0.8190193176269531,Vwind FH14m/s,0.02440929412841797,1.1882839048057126,0.0,23,165,111,11.57903665125146,-0.94502786310067,2.80847612999306,160.9138291118371,-0.6801101779099652,2.3187092393717688,132.85225333399168,1.3519568899142218,0.9194796409261646,1.1536462863281072,0.0,0.0,0.0,0.0,0.0,1.389521718385128,0.0,0.0,0.0,287.6986047363281,287.6986047363281,14.548604736328116,0.0
