index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
135328,130.4375,33.5500000000008,14.335683593749991,14.086812744140616,14.047994384765616,13.954183349609366,13.797200927734366,13.387105712890616,14.164815673828116,16.005941162109366,17.68443847656249,19.337423095703116,20.532857666015616,20.82365966796874,20.58574462890624,20.36052490234374,20.315877685546866,20.037923583984366,19.432515869140616,18.523519287109366
