index,lons,lats,radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg),radiation FH18-19W/m2(avg),radiation FH19-20W/m2(avg),radiation FH20-21W/m2(avg),radiation FH21-22W/m2(avg),radiation FH22-23W/m2(avg),radiation FH23-24W/m2(avg),radiation FH24-25W/m2(avg),radiation FH25-26W/m2(avg),radiation FH26-27W/m2(avg),radiation FH27-28W/m2(avg)
135328,130.4375,33.5500000000008,538.122974395752,450.9389400482178,288.887300491333,180.5841522216797,83.07012367248535,30.84309697151184,7.75,0.0,0.0,0.0,0.0,0.0
