index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
135328,130.4375,33.5500000000008,-0.3050041198730469,-0.47760009765625,0.30754947662353516,1.2847843170166016,1.4438190460205078,1.1515865325927734,1.2809371948242188,1.3294296264648438,1.3100414276123047,1.0436248779296875,0.7355136871337891,0.6625099182128906,0.7869014739990234,0.7157773971557617,0.8190193176269531,0.567347526550293
