index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27
135328,130.4375,33.5500000000008,23.90782714843749,23.50053955078124,23.036092529296866,22.450216064453116,21.48937011718749,20.387288818359366,19.39061523437499,18.809224853515616,18.20396972656249,17.796346435546866,17.582601318359366,17.50249267578124
