index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,15.915853271484366,15.322591552734366,15.305013427734366,14.687673339843741,14.866750488281241,14.455983886718741,13.871572265624991,14.091634521484366,13.733907470703116,13.694204101562491,14.645620117187491,16.278829345703116,18.127706298828116,19.929403076171866,20.946676025390616,21.74992919921874
