index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,17.09312988281249,16.025411376953116,15.198171386718741,14.565511474609366,14.284749755859366,13.937520751953116
