index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s,Uwind FH22m/s,Uwind FH23m/s,Uwind FH24m/s,Uwind FH25m/s,Uwind FH26m/s,Uwind FH27m/s
135328,130.4375,33.5500000000008,-0.4715242385864258,-0.3989095687866211,-0.8195161819458008,-0.3095741271972656,-0.41217803955078125,-1.1182003021240234,-1.0832042694091797,-0.8452587127685547,-1.6713390350341797,-1.4493751525878906,-1.745391845703125,-1.5049877166748047
