index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27
135328,130.4375,33.5500000000008,20.300557861328116,20.140218505859366,19.511434326171866,18.99553466796874,18.54863525390624,17.58629394531249,16.24937988281249,15.390676269531241,14.731710205078116,14.129201660156241,13.312917480468741,12.708181152343741
