index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5,temperature FH6,temperature FH7,temperature FH8,temperature FH9,temperature FH10,temperature FH11,temperature FH12,temperature FH13,temperature FH14,temperature FH15
135328,130.4375,33.5500000000008,11.292897949218741,10.327871093749991,9.965505371093741,9.265523681640616,8.822561035156241,8.070455322265616,7.911214599609366,7.631398925781241,7.424886474609366,7.158864746093741,8.249654541015616,11.386434326171866,14.873311767578116,17.764791259765616,19.990560302734366,21.04460693359374
