index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s,Uwind FH12m/s,Uwind FH13m/s,Uwind FH14m/s,Uwind FH15m/s
135328,130.4375,33.5500000000008,0.5494089126586914,1.1517963409423828,1.348862648010254,1.3964204788208008,1.3362407684326172,1.4106121063232422,1.3879966735839844,1.3289680480957031,1.205810546875,1.0176362991333008,0.8530178070068359,0.7128391265869141,0.5107908248901367,0.043143272399902344,-0.4401540756225586,-0.2026500701904297
