index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21
135328,130.4375,33.5500000000008,13.450216064453116,14.846151123046866,16.209005126953116,17.18181396484374,18.43523193359374,19.480977783203116
