index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s
135328,130.4375,33.5500000000008,1.204890251159668,0.8306369781494141,1.4812602996826172,0.27402687072753906,0.7162313461303711,0.3279838562011719,0.4384727478027344,0.2235126495361328,0.38916778564453125,0.5772552490234375,1.2645511627197266,1.1144828796386719
