index,lons,lats,temperature FH16,temperature FH17,temperature FH18,temperature FH19,temperature FH20,temperature FH21,temperature FH22,temperature FH23,temperature FH24,temperature FH25,temperature FH26,temperature FH27,temperature FH28,temperature FH29,temperature FH30,temperature FH31,temperature FH32,temperature FH33
135328,130.4375,33.5500000000008,8.954793701171866,8.603475341796866,7.888784179687491,7.337423095703116,7.121877441406241,7.176748046874991,7.814901123046866,10.949605712890616,14.537404785156241,17.41087890624999,19.308126220703116,20.493795166015616,21.184957275390616,21.12938476562499,20.03429199218749,18.63347412109374,17.83885742187499,17.06505371093749
