index,lons,lats,Vwind FH16m/s,Vwind FH17m/s,Vwind FH18m/s,Vwind FH19m/s,Vwind FH20m/s,Vwind FH21m/s,Vwind FH22m/s,Vwind FH23m/s,Vwind FH24m/s,Vwind FH25m/s,Vwind FH26m/s,Vwind FH27m/s
135328,130.4375,33.5500000000008,0.9939594268798828,-1.0553874969482422,-1.7554092407226562,-1.385671615600586,-0.7756061553955078,-0.46335411071777344,-0.5187549591064453,-0.6001186370849609,-0.6926631927490234,-0.5424976348876953,-0.4544258117675781,-0.1840219497680664
