index,lons,lats,Uwind FH16m/s,Uwind FH17m/s,Uwind FH18m/s,Uwind FH19m/s,Uwind FH20m/s,Uwind FH21m/s
135328,130.4375,33.5500000000008,-1.1076469421386719,-1.1786632537841797,-1.3640460968017578,-1.960968017578125,-1.5226917266845703,-1.581747055053711
