index,lons,lats,radiation FH16-17W/m2(avg),radiation FH17-18W/m2(avg),radiation FH18-19W/m2(avg),radiation FH19-20W/m2(avg),radiation FH20-21W/m2(avg),radiation FH21-22W/m2(avg)
135328,130.4375,33.5500000000008,41.870972871780396,150.20264768600464,251.6086187362671,333.64532470703125,533.0399742126465,714.2920246124268
