,Year,Month,Day,Hour,Minute,Temperature(2m)[ÅãC],Mean Sea Level Pressure[hpa],Radiation[W/m2],Wind Speed(10m)[m/s],Wind Direction(10m),Wind Speed(80m)[m/s],Wind Direction(80m),Time,ts,É÷,n,É¬ the solar declination,cosÉ∆,É∆(radian),É∆(degree),cosÉ∆z,É∆z(radian),É∆z(degree),Gon(the extraterrestrial normal radiation)[kW/m2],Go(the extraterrestrial horizontal radiation)[kW/m2],_Go(the extraterrestrial horizontal radiation averaged over the time step )[kW/m2],the global horizontal radiation[kW/m2],kt(the clearness index),_Gd(the diffuse radiation)[kW/m2],_Gb(the beam radiation)[kW/m2],_G,Rb,Af,f,_Gt,temperature[K],Tc(the PV cell temperature)[K],Tc(the PV cell temperature)[ÅãC],Ppv(the output of the PV array)[Wh],V_COE[power law],Éœ(air dencity),Wind Speed(30.5)[m/s],Pwt[kW],Pwt_STP[kW]
10,2019,4,15,10,0,14.42,1020.2,704.88,5.57,350.71,5.38,350.36,2019-04-15 10:00:00,10,-30,105,9.414893346880072,0.8553403163290607,0.5445889460613547,31.202648178793257,0.8036061338149844,0.6374665721282966,36.52414416362327,1.3564218589250892,1.090028925872925,1.0319014853664445,0.70488,0.6830884633814496,0.19437266054751423,0.5105073394524857,0.70488,1.064377535632384,0.5267932818714918,0.8510271216952278,0.7499381163635013,287.57,305.2185436717544,32.06854367175441,114.52696641305619,-0.01669038492780256,1.2361177566340764,5.467289166187788,0.38998657612753784,0.38647900104363253
11,2019,4,15,11,0,14.99,1020.3,835.71,5.75,346.93,5.58,345.47,2019-04-15 11:00:00,11,-15,105,9.414893346880072,0.9538932192233863,0.304845890661371,17.466382936803114,0.8859325990865742,0.4822954430742789,27.63349336654823,1.3564218589250892,1.2016983429353467,1.1072110014157597,0.8357100000000001,0.754788381736996,0.15316691118003278,0.6825430888199673,0.8357100000000001,1.0767108245106702,0.7557192168817618,0.9037269578022421,0.9081243256562456,288.14,309.511192463777,36.361192463777,137.1199431509488,-0.014432278000850004,1.2337933868287507,5.658200005256009,0.415077714976504,0.4121194085446922
12,2019,4,15,12,0,15.32,1020.6,914.03,5.8,345.0,5.39,344.93,2019-04-15 12:00:00,12,0,105,9.414893346880072,0.9875077790895591,0.15822968853770575,9.065893346880078,0.9140126232580549,0.4177289646204233,23.93410665311994,1.3564218589250892,1.239786701520688,1.1072110014157597,0.91403,0.8255246731031894,0.15081495,0.76321505,0.91403,1.0804093444240694,0.8450400998060791,0.9137833441248533,0.9989579893260829,288.46999999999997,311.97881134880714,38.828811348807164,149.84586004574535,-0.03525587575414299,1.2327443273046106,5.576395635288884,0.40432628349511046,0.40178623118427215
13,2019,4,15,13,0,15.5,1020.9,935.39,5.76,342.82,5.47,341.9,2019-04-15 13:00:00,13,15,105,9.414893346880072,0.9538932192233863,0.304845890661371,17.466382936803114,0.8859325990865742,0.4822954430742789,27.63349336654823,1.3564218589250892,1.2016983429353467,1.0319014853664445,0.9353899999999999,0.9064721906741205,0.15433935,0.78105065,0.9353899999999999,1.0767108245106702,0.8059673258814269,0.9137833441248533,1.018098586336053,288.65,312.60925339844175,39.459253398441774,152.45940023685472,-0.024842659549918596,1.2323377298260376,5.602620259676722,0.40777294841465483,0.4053449389060473
14,2019,4,15,14,0,15.4,1020.5,895.34,5.6,341.24,5.19,340.87,2019-04-15 14:00:00,14,30,105,9.414893346880072,0.8553403163290607,0.5445889460613547,31.202648178793257,0.8036061338149844,0.6374665721282966,36.52414416362327,1.3564218589250892,1.090028925872925,0.8864146723317158,0.89534,1.0100690206817156,0.1477311,0.7476089,0.89534,1.064377535632384,0.6626914981257745,0.9137833441248533,0.9611557092732668,288.54999999999995,311.16919769156414,38.01919769156416,144.48773256767993,-0.036564096195695145,1.232281798274081,5.376257248448301,0.37802238122463383,0.3757885717769727
15,2019,4,15,15,0,15.16,1020.4,800.11,5.19,340.87,4.87,340.82,2019-04-15 15:00:00,15,45,105,9.414893346880072,0.6985652878724582,0.7974058561607708,45.68799011702816,0.6726436400006276,0.8330206664510236,47.72856843481874,1.3564218589250892,0.9123885365637897,0.6806652481915634,0.80011,1.1754823712915936,0.13201815,0.6680918499999999,0.8001099999999999,1.038536970143368,0.4547469048950107,0.9137833441248533,0.8366568104306944,288.31,307.999323605469,34.84932360546901,126.83652696171163,-0.03060425542517956,1.2331867423482057,5.015863645768828,0.3306563648724745,0.3284612403450647
16,2019,4,15,16,0,14.64,1020.1,651.48,4.74,341.57,4.4,342.8,2019-04-15 16:00:00,16,60,105,9.414893346880072,0.4942520929599117,1.0538220428601783,60.379555413742764,0.5019699951711987,1.0449212990274046,59.869580357597734,1.3564218589250892,0.6808830739747355,0.42867469618413906,0.6514800000000001,1.5197538035232059,0.10749420000000001,0.5439858000000001,0.6514800000000001,0.9846247738200871,0.23319294754348585,0.9137833441248533,0.6481784041127734,287.78999999999996,303.0437984434539,29.89379844345393,99.55242502285857,-0.03579451179119984,1.2350517393574705,4.554524738699187,0.27002325137189315,0.26782560793983823
17,2019,4,15,17,0,13.85,1020.1,463.69,4.11,341.57,3.98,342.47,2019-04-15 17:00:00,17,75,105,9.414893346880072,0.25632433818119227,1.3115787594698567,75.14792741662694,0.3032163261702887,1.262730251010496,72.34911404639648,1.3564218589250892,0.4112892528003392,0.1476157559946711,0.46369,3.1411958491527088,0.07650885,0.38718115,0.46369,0.8453513747714181,0.05715403816413615,0.9137833441248533,0.4061869084607859,287.0,296.5589319124438,23.408931912443848,63.442550162190166,-0.015456654379344724,1.2384513591278272,4.039765599475005,0.20236919307385776,0.20017117320623687
18,2019,4,15,18,0,12.45,1020.5,252.76,3.07,340.97,3.32,344.29,2019-04-15 18:00:00,18,90,105,9.414893346880072,0.0009964068302642562,1.5697999197997559,89.94291008450112,0.08992736708434222,1.4807473104182114,84.8405714123115,1.3564218589250892,0.12197944642878228,0.14335787007478656,0.25276,1.7631400345732033,0.0417054,0.21105459999999998,0.25276,0.011080129026014223,0.030256337925486047,0.9137833441248533,0.04438981675221762,285.59999999999997,286.6446403542355,13.494640354235514,7.109889374041422,0.03764819532558181,1.245010199201632,3.201631840618092,0.09221447048123493,0.09073237023435682
19,2019,4,15,19,0,10.05,1020.8,52.51,1.84,330.64,2.09,343.3,2019-04-15 19:00:00,19,105,105,9.414893346880072,-0.254331524520664,1.8279527628305419,104.73397845946839,-0.12336159200160444,1.6944729689194296,97.08614961808563,1.3564218589250892,0.1673303599427746,0.424416810264254,0.05251,0.12372271486444135,0.05192529882182213,0.0005847011781778683,0.05251,2.061675116168703,0.00024815700900000207,0.1055227195337564,0.049919460100641515,283.2,284.37477129436843,11.224771294368452,8.041043210719687,0.06126572534128989,1.2559302348471428,1.9701024176008863,0.0,0.0
20,2019,4,15,20,0,9.55,1021.6,0.0,1.2,311.63,1.17,340.02,2019-04-15 20:00:00,20,120,105,9.414893346880072,-0.492259279299383,2.0854797148692117,119.48918592215215,-0.32211526100251403,1.8987593181496374,108.79089524111215,1.3564218589250892,0.43692418111717035,0.6764073622716789,0.0,0.0,0.0,0.0,0.0,1.5282084983099917,0.0,0.0,0.0,282.7,282.7,9.550000000000011,0.0,-0.012175292008371348,1.2591375597923953,1.1838174955367071,0.0,0.0
21,2019,4,15,21,0,9.79,1020.7,0.0,1.3,360.0,2.01,26.57,2019-04-15 21:00:00,21,135,105,9.414893346880072,-0.6965724742119297,2.341405545761337,134.15265590064973,-0.4927889058319432,2.0860882720022964,119.52405367747048,1.3564218589250892,0.6684296437062252,0.8821567864118316,0.0,0.0,0.0,0.0,0.0,1.413531161047451,0.0,0.0,0.0,282.94,282.94,9.79000000000002,0.0,0.20956129271682467,1.256961190722895,1.6422295130089932,0.0,0.0
22,2019,4,15,22,0,9.67,1021.0,0.0,1.08,21.8,2.2,39.47,2019-04-15 22:00:00,22,150,105,9.414893346880072,-0.8533475026685324,2.593169199520431,148.5776506958388,-0.6237513996463001,2.244329393351699,128.59060207620874,1.3564218589250892,0.8460700330153608,1.0276435994465587,0.0,0.0,0.0,0.0,0.0,1.368089118761778,0.0,0.0,0.0,282.82,282.82,9.670000000000016,0.0,0.3421574037870638,1.257864114701438,1.5817233692367076,0.0,0.0
23,2019,4,15,23,0,8.94,1021.2,0.0,0.98,66.04,2.25,57.72,2019-04-15 23:00:00,23,165,105,9.414893346880072,-0.9519004055628577,2.830175848461586,162.15713139670572,-0.7060778649178898,2.354740439469854,134.91668903040332,1.3564218589250892,0.9577394500777819,1.1540477465344916,0.0,0.0,0.0,0.0,0.0,1.3481521696952712,0.0,0.0,0.0,282.09,282.09,8.939999999999998,0.0,0.399690449033943,1.2613662849835532,1.5303687750005437,0.0,0.0
24,2019,4,16,0,0,8.4,1021.0,0.0,1.22,99.46,2.21,71.57,2019-04-16 00:00:00,0,-180,106,9.783189981258822,-0.9844044998665237,2.964752577979245,169.86781001874124,-0.7297782837421123,2.388793924821116,136.8678100187412,1.355668565028092,0.9893374787093333,1.1010581246037396,0.0,0.0,0.0,0.0,0.0,1.348909006744836,0.0,0.0,0.0,281.54999999999995,281.54999999999995,8.399999999999977,0.0,0.28572174060951505,1.2635380178293756,1.677779268581846,0.0,0.0
25,2019,4,16,1,0,7.94,1021.1,0.0,1.43,114.78,2.33,80.13,2019-04-16 01:00:00,1,-165,106,9.783189981258822,-0.9508264627411792,2.826689770153133,161.95739382257923,-0.7017287689525586,2.3486174653667584,134.56586845622806,1.355668565028092,0.9513116332448447,1.0258722114885743,0.0,0.0,0.0,0.0,0.0,1.3549771718215833,0.0,0.0,0.0,281.09,281.09,7.939999999999998,0.0,0.23477160262529703,1.2657297382526436,1.8579579767217305,0.0,0.0
26,2019,4,16,2,0,7.36,1020.9,0.0,1.61,119.74,2.3,87.51,2019-04-16 02:00:00,2,-150,106,9.783189981258822,-0.8523806391049085,2.591317439920404,148.47155268608444,-0.6194917526627912,2.2388914182379622,128.27902905309446,1.355668565028092,0.839825495379104,0.880624180986452,0.0,0.0,0.0,0.0,0.0,1.375935410667018,0.0,0.0,0.0,280.51,280.51,7.360000000000014,0.0,0.1715243909432527,1.2680984125852401,1.9493737382926057,0.0,0.0
27,2019,4,16,3,0,7.19,1020.7,0.0,1.84,119.36,2.3,90.0,2019-04-16 03:00:00,3,-135,106,9.783189981258822,-0.6957759491491069,2.3402959827106904,134.08908262074402,-0.48867155162986226,2.0813627962416623,119.25330386019478,1.355668565028092,0.6624766611681067,0.6752124463423665,0.0,0.0,0.0,0.0,0.0,1.423811037963006,0.0,0.0,0.0,280.34,280.34,7.189999999999998,0.0,0.10730936496245404,1.2686188175184987,2.073899616154914,0.0,0.0
28,2019,4,16,4,0,7.15,1020.4,0.0,2.15,117.76,2.41,94.76,2019-04-16 04:00:00,4,-120,106,9.783189981258822,-0.491684743692776,2.084819792565284,119.45137515933054,-0.318183346363562,1.894608954024424,108.55309689329492,1.355668565028092,0.4313511605805265,0.4236354778133731,0.0,0.0,0.0,0.0,0.0,1.5452874869540412,0.0,0.0,0.0,280.29999999999995,280.29999999999995,7.149999999999977,0.0,0.05489882888016715,1.2684269343075676,2.285735397390459,0.0,0.0
29,2019,4,16,5,0,7.22,1020.7,0.0,2.28,118.81,2.43,99.46,2019-04-16 05:00:00,5,-105,106,9.783189981258822,-0.25401550111110116,1.8276260083563511,104.71525680716024,-0.11964562630770847,1.6907292638084792,96.87165111548663,1.355668565028092,0.1621998145284584,0.14303783005412488,0.0,0.0,0.0,0.0,0.0,2.1230654972528282,0.0,0.0,0.0,280.37,280.37,7.220000000000027,0.0,0.03064082981367979,1.2684830734498553,2.359251261593625,0.0,0.0
30,2019,4,16,6,0,7.49,1020.8,1.78,2.42,119.74,2.57,103.5,2019-04-16 06:00:00,6,-90,106,9.783189981258822,0.0010350124809713388,1.5697613141291322,89.94069814250912,0.09341159101498797,1.4772483522635977,84.64009587735926,1.355668565028092,0.12663515754827973,0.14745823095012336,0.0017800000000000001,0.012071214936805201,0.001778066191367124,1.9338086328761234e-06,0.0017800000000000001,0.011080129026014235,2.851559999999897e-07,0.032960724268626576,0.0016646109580330014,280.64,280.6791738445457,7.52917384454571,0.27060492460114505,0.028920437306427824,1.2673868390418714,2.4993180699069875,0.0,0.0
31,2019,4,16,7,0,10.65,1020.7,125.49,2.06,112.83,2.61,94.4,2019-04-16 07:00:00,7,-75,106,9.783189981258822,0.2560855260730436,1.3118258177703281,75.16208281453763,0.3064688083376842,1.2593152207473393,72.15344722540814,1.355668565028092,0.4154701296250178,0.42805587870937206,0.12549,0.2931626599273999,0.12010947790465652,0.005380522095343468,0.12549,0.8356006193976989,0.00230316411343744,0.2070654544852384,0.11744082413983113,283.79999999999995,286.563774061424,13.413774061424022,18.814235224870938,0.11380182312888866,1.2531522174176741,2.3387372076680593,0.0,0.0
32,2019,4,16,8,0,14.7,1020.9,317.73,2.02,98.53,2.5,92.29,2019-04-16 08:00:00,8,-60,106,9.783189981258822,0.4937547686547188,1.0543940350682892,60.41232815318189,0.5050065283935381,1.0414067977359294,59.66821426650293,1.355668565028092,0.684621475677086,0.679632847238365,0.31773,0.467502418829624,0.23143656813372127,0.08629343186627875,0.31773,0.9777195756763541,0.058647850797248886,0.5211464205218094,0.30544831604460626,287.84999999999997,295.038217037583,21.888217037583047,47.89455060301371,0.10252426730343077,1.2357626740117622,2.2646644130088935,0.0,0.0
33,2019,4,16,9,0,17.86,1020.6,482.38,2.0,90.0,2.0,87.14,2019-04-16 09:00:00,9,-45,106,9.783189981258822,0.6978459741110495,0.7984106286486687,45.74555933995557,0.6754947336598383,0.8291608823235993,47.50741909448574,1.355668565028092,0.9157469762646661,0.88504458188245,0.48238,0.5450346907655198,0.2730047467752435,0.20937525322475647,0.48238,1.0330886968283408,0.18530643344683673,0.6588219015718174,0.48390930076565053,291.01,302.3979988780183,29.247998878018336,74.44807908158431,0.0,1.2219846606562008,2.0,0.0,0.0
34,2019,4,16,10,0,19.71,1020.4,608.76,1.94,78.11,1.91,83.99,2019-04-16 10:00:00,10,-30,106,9.783189981258822,0.854450664066851,0.5463037741802826,31.30090059259819,0.8063149346927672,0.6329011132348502,36.26256263748832,1.355668565028092,1.0930958104756634,1.0302926123845741,0.60876,0.5908612686167355,0.2822967650254687,0.3264632349745313,0.60876,1.0596984221710157,0.33635265920942886,0.7323085179408118,0.6315162931178522,292.85999999999996,307.72168343137344,34.57168343137346,95.80774869570062,-0.007494671383793025,1.2140274181739095,1.9238537836026397,0.0,0.0
