Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Mean Sea Level Pressure  [MSL],Radiation  [W],Wind Speed  [10 m above gnd]
2017,4,9,17,0,15.2,1013.3,38.892,5.4
2017,4,9,18,0,14.6,1013.5,8.334,4
2017,4,9,19,0,14.4,1013.7,0,3.3
2017,4,9,20,0,14.2,1013.9,0,3.7
2017,4,9,21,0,14.4,1014.1,0,2.7
2017,4,9,22,0,14.3,1014,0,3
2017,4,9,23,0,14.2,1014.2,0,2.2
2017,4,10,0,0,14.3,1013.9,0,2.2
2017,4,10,1,0,14.4,1013.8,0,2.5
2017,4,10,2,0,14.1,1013,0,0.9
2017,4,10,3,0,14.1,1012.8,0,0.7
2017,4,10,4,0,14.1,1012.9,0,1.1
2017,4,10,5,0,13.5,1012.3,0,1.6
2017,4,10,6,0,13.1,1012.5,5.556,1.3
2017,4,10,7,0,12.3,1012.5,13.89,2.3
2017,4,10,8,0,12.2,1012.3,41.67,0.8
2017,4,10,9,0,12.2,1011.9,61.116,1.8
2017,4,10,10,0,12.6,1011.5,111.12,1.2
2017,4,10,11,0,12.8,1010.7,102.786,2.5
2017,4,10,12,0,13.7,1009.6,113.898,1.5
2017,4,10,13,0,12.9,1008.6,86.118,2.4
2017,4,10,14,0,13.1,1007.7,105.564,2.2
2017,4,10,15,0,13.1,1006.8,91.674,2.6
2017,4,10,16,0,13.1,1006.2,83.34,2.1
2017,4,10,17,0,13.3,1006.1,36.114,0.9
2017,4,10,18,0,13.4,1005.5,5.556,1.7
2017,4,10,19,0,13.5,1005.5,0,1.2
2017,4,10,20,0,13.1,1005.7,0,2
2017,4,10,21,0,13.1,1005,0,2.2
2017,4,10,22,0,13.3,1004.3,0,1.7
2017,4,10,23,0,13.3,1003.6,0,1.4
2017,4,11,0,0,14,1002.6,0,1.6
2017,4,11,1,0,13.9,1001.5,0,1.3
2017,4,11,2,0,13.6,1000.8,0,0.2
2017,4,11,3,0,13.5,999.9,0,1.6
2017,4,11,4,0,13.4,999.3,0,0.8
2017,4,11,5,0,13.4,999.2,0,1.4
2017,4,11,6,0,13.4,1000.1,2.778,2.2
2017,4,11,7,0,13.6,1000.3,22.224,0.4
2017,4,11,8,0,14,1000,61.116,0.5
2017,4,11,9,0,14.2,1000.1,100.008,0.9
2017,4,11,10,0,14.1,1001.4,119.454,5.1
2017,4,11,11,0,13.5,1001.7,119.454,6.6
2017,4,11,12,0,13.8,1001.9,88.896,7.4
2017,4,11,13,0,13.7,1002.5,66.672,6.6
2017,4,11,14,0,12.8,1003.7,41.67,7.7
2017,4,11,15,0,12.4,1004.2,52.782,6.3
2017,4,11,16,0,12.7,1005.3,27.78,6.3
2017,4,11,17,0,13.2,1005.8,19.446,5.2
2017,4,11,18,0,13.1,1005.8,8.334,4.1
2017,4,11,19,0,12.6,1006.2,0,3
2017,4,11,20,0,12.5,1006.6,0,1.1
2017,4,11,21,0,11.6,1007.4,0,1.6
2017,4,11,22,0,10.9,1007.8,0,1.3
2017,4,11,23,0,10.6,1008.4,0,1.4
2017,4,12,0,0,10.4,1008.5,0,3.1
2017,4,12,1,0,10.4,1008.6,0,2.6
2017,4,12,2,0,10.7,1008.7,0,2.5
2017,4,12,3,0,10.6,1009,0,1.2
2017,4,12,4,0,10.4,1009.3,0,0.9
2017,4,12,5,0,10.3,1009.8,0,1.9
2017,4,12,6,0,10.9,1010.5,61.116,1.5
2017,4,12,7,0,13,1011.2,241.686,1
2017,4,12,8,0,14.8,1011.6,455.592,1.1
2017,4,12,9,0,16.8,1012.1,522.264,4.1
2017,4,12,10,0,18.4,1012.6,747.282,5.4
2017,4,12,11,0,16.9,1012.9,755.616,6.8
2017,4,12,12,0,18,1012.8,902.85,6.2
2017,4,12,13,0,18.1,1012.9,905.628,6.1
2017,4,12,14,0,18,1012.8,791.73,5.1
2017,4,12,15,0,16.4,1012.9,577.824,4.6
2017,4,12,16,0,15.1,1013.4,333.36,5.1
2017,4,12,17,0,14.6,1014.1,144.456,5.5
2017,4,12,18,0,13.9,1014.7,30.558,3
2017,4,12,19,0,13.6,1015.2,0,1
2017,4,12,20,0,13.2,1016.1,0,1.7
2017,4,12,21,0,12.5,1017,0,1.4
2017,4,12,22,0,11.8,1017.2,0,1.2
2017,4,12,23,0,11,1017.4,0,1.2
2017,4,13,0,0,9.8,1017.5,0,0.7
2017,4,13,1,0,10.2,1017.5,0,2.1
2017,4,13,2,0,9.5,1017.8,0,0.6
2017,4,13,3,0,9.7,1018.4,0,0.9
2017,4,13,4,0,9.2,1018.5,0,1.5
2017,4,13,5,0,9.1,1018.9,0,1.6
2017,4,13,6,0,10,1019.5,72.228,1.5
2017,4,13,7,0,12.2,1019.8,275.022,1.8
2017,4,13,8,0,15.9,1020,505.596,1.8
2017,4,13,9,0,17.4,1020.2,688.944,3.2
2017,4,13,10,0,18.4,1020.2,844.512,5.1
2017,4,13,11,0,18.4,1019.8,922.296,3.2
2017,4,13,12,0,19.6,1019.4,922.296,5
2017,4,13,13,0,19.3,1019.1,875.07,4.7
2017,4,13,14,0,19.5,1018.9,769.506,4.3
2017,4,13,15,0,19.6,1018.1,586.158,3.6
2017,4,13,16,0,19.1,1017.9,386.142,3.9
2017,4,13,17,0,18.7,1018,175.014,3.2
2017,4,13,18,0,18.1,1018.2,25.002,1.2
2017,4,13,19,0,16.9,1018.9,0,2.2
2017,4,13,20,0,15.3,1019.7,0,1.4
2017,4,13,21,0,14.3,1020,0,1
2017,4,13,22,0,14.6,1019.9,0,2.1
2017,4,13,23,0,13.8,1019.8,0,2.5
2017,4,14,0,0,13.4,1019.7,0,2.5
2017,4,14,1,0,13.1,1019.8,0,2
2017,4,14,2,0,12.7,1019.9,0,2
2017,4,14,3,0,12.2,1019.6,0,2.7
2017,4,14,4,0,11.4,1019.5,0,2.6
2017,4,14,5,0,11.4,1019.7,0,2.8
2017,4,14,6,0,12,1019.7,77.784,1.6
2017,4,14,7,0,13.9,1019.4,280.578,2.6
2017,4,14,8,0,16.2,1019.2,505.596,2.4
2017,4,14,9,0,18.9,1018.8,708.39,2
2017,4,14,10,0,21.7,1018.4,855.624,2.4
2017,4,14,11,0,22.5,1017.4,961.188,5.6
2017,4,14,12,0,22.7,1016.7,983.412,5.4
2017,4,14,13,0,23.7,1016.2,922.296,5.8
2017,4,14,14,0,23.3,1015.7,805.62,6
2017,4,14,15,0,23,1015.4,636.162,7.5
2017,4,14,16,0,22.3,1015.7,427.812,5.1
2017,4,14,17,0,21.6,1015.4,205.572,3.5
2017,4,14,18,0,20,1015.7,27.78,3.5
2017,4,14,19,0,19.7,1016.4,0,4.5
2017,4,14,20,0,19.2,1016.6,0,2.7
2017,4,14,21,0,19.2,1015.8,0,1.1
2017,4,14,22,0,19.4,1015.9,0,4.3
2017,4,14,23,0,19.3,1015.9,0,5
2017,4,15,0,0,18.6,1015.7,0,3
2017,4,15,1,0,17.8,1015.6,0,1.9
2017,4,15,2,0,17.4,1015.7,0,2.4
2017,4,15,3,0,17.3,1016.7,0,1
2017,4,15,4,0,17.2,1016.6,0,2.5
2017,4,15,5,0,16.5,1016.8,0,1.4
2017,4,15,6,0,18,1016.9,66.672,2.6
2017,4,15,7,0,20.5,1017.2,255.576,2.1
2017,4,15,8,0,22.4,1017.2,469.482,2.9
2017,4,15,9,0,23.1,1017.3,386.142,2.8
2017,4,15,10,0,22.3,1017.1,297.246,1.8
2017,4,15,11,0,23.3,1016.5,350.028,3.4
2017,4,15,12,0,24,1015.8,711.168,3.1
2017,4,15,13,0,22.2,1015.2,205.572,1.7
2017,4,15,14,0,24.2,1014.6,300.024,4.9
2017,4,15,15,0,24.2,1014.4,338.916,4.7
2017,4,15,16,0,23.3,1014.5,50.004,2.7
2017,4,15,17,0,18.6,1015.3,13.89,2.9
2017,4,15,18,0,18,1015.1,8.334,2.2
2017,4,15,19,0,18.3,1015.5,0,2.1
2017,4,15,20,0,18.7,1015.9,0,2
2017,4,15,21,0,18.3,1016.3,0,0.5
2017,4,15,22,0,18.6,1016.1,0,1.5
2017,4,15,23,0,18.3,1016,0,0.3
2017,4,16,0,0,18.8,1016,0,1.8
2017,4,16,1,0,18.2,1015.7,0,0.6
2017,4,16,2,0,18.3,1015.5,0,2.5
2017,4,16,3,0,17.1,1015.9,0,3.5
2017,4,16,4,0,16.8,1016.7,0,3.8
2017,4,16,5,0,16.7,1016.7,0,1.5
2017,4,16,6,0,17,1016.7,13.89,0.9
2017,4,16,7,0,17.3,1016.9,69.45,0.9
2017,4,16,8,0,18.2,1017.2,200.016,2
2017,4,16,9,0,20.8,1017.1,636.162,2.4
2017,4,16,10,0,22.5,1016.5,819.51,2.5
2017,4,16,11,0,22.6,1016.1,916.74,5
2017,4,16,12,0,22.7,1015,936.186,4.4
2017,4,16,13,0,22.3,1014.2,883.404,4.1
2017,4,16,14,0,21.4,1013.8,761.172,3
2017,4,16,15,0,21.5,1014.3,594.492,3.7
2017,4,16,16,0,22,1014.1,383.364,2.4
2017,4,16,17,0,20.8,1014.3,163.902,2.1
2017,4,16,18,0,18.4,1014.3,22.224,2.2
2017,4,16,19,0,17.7,1015,0,1.5
2017,4,16,20,0,18,1015.2,0,0.9
2017,4,16,21,0,18.5,1015.1,0,0.5
2017,4,16,22,0,18.4,1014.5,0,0.7
2017,4,16,23,0,19,1014.3,0,0.9
2017,4,17,0,0,18.8,1013.1,0,0.7
2017,4,17,1,0,19.8,1011.8,0,0.9
2017,4,17,2,0,20.5,1011.2,0,3.5
2017,4,17,3,0,20.4,1010.4,0,4.2
2017,4,17,4,0,20,1009.8,0,2.7
2017,4,17,5,0,20.3,1008.3,0,5.9
2017,4,17,6,0,20,1008.2,5.556,4
2017,4,17,7,0,19.8,1007.2,27.78,5
2017,4,17,8,0,19.9,1007.7,50.004,3.1
2017,4,17,9,0,19.4,1005.7,30.558,3.5
2017,4,17,10,0,20.1,1004.9,52.782,5.1
2017,4,17,11,0,19.8,1002.5,27.78,1.7
2017,4,17,12,0,19.8,1000.4,27.78,4.9
2017,4,17,13,0,20.8,998.5,16.668,3.9
2017,4,17,14,0,20.7,998,25.002,1.9
2017,4,17,15,0,20.4,996.4,11.112,2
2017,4,17,16,0,21.9,996.2,16.668,5.2
2017,4,17,17,0,22.5,996,22.224,3.4
2017,4,17,18,0,20.7,995.3,5.556,1.2
2017,4,17,19,0,20.6,995.5,0,0.8
2017,4,17,20,0,19.7,996.2,0,3.8
2017,4,17,21,0,18.6,997.8,0,4.5
2017,4,17,22,0,17,999.4,0,4.7
2017,4,17,23,0,16.6,999.8,0,3.5
2017,4,18,0,0,15.2,1000.6,0,4.9
2017,4,18,1,0,14.9,1000.4,0,4.2
2017,4,18,2,0,14.5,1000.8,0,4.3
2017,4,18,3,0,14.1,1001.2,0,2.5
2017,4,18,4,0,14,1001.8,0,2.4
2017,4,18,5,0,14.1,1001.6,2.778,1.9
2017,4,18,6,0,14.6,1002.3,50.004,0.5
2017,4,18,7,0,15.1,1002.7,119.454,0.4
2017,4,18,8,0,16.4,1002.9,486.15,1.7
2017,4,18,9,0,18.9,1003,780.618,0.8
2017,4,18,10,0,20.3,1002.5,830.622,2.3
2017,4,18,11,0,21.4,1001.7,975.078,4
2017,4,18,12,0,21.2,1001.5,963.966,5.6
2017,4,18,13,0,22.2,1001,900.072,3.5
2017,4,18,14,0,23.8,1000.5,783.396,4.6
2017,4,18,15,0,23.3,1000.1,602.826,4.6
2017,4,18,16,0,23.2,1000.3,363.918,5.8
2017,4,18,17,0,21.1,1000.9,155.568,4.7
2017,4,18,18,0,19.8,1001,25.002,4.2
2017,4,18,19,0,19.8,1001.4,0,5.3
2017,4,18,20,0,19.9,1001.8,0,7.2
2017,4,18,21,0,20.2,1002.1,0,4.7
2017,4,18,22,0,19.8,1002.5,0,5.3
2017,4,18,23,0,17.7,1003.8,0,5.3
2017,4,19,0,0,16.8,1004.9,0,3.5
2017,4,19,1,0,16.4,1005.6,0,3.2
2017,4,19,2,0,16,1005.6,0,3.5
2017,4,19,3,0,15.4,1006.4,0,2.4
2017,4,19,4,0,14.5,1007.3,0,2.3
2017,4,19,5,0,14.4,1007.9,2.778,4
2017,4,19,6,0,14.5,1009,100.008,1.6
2017,4,19,7,0,15.9,1009.7,316.692,4.6
2017,4,19,8,0,16.9,1010.4,538.932,3.2
2017,4,19,9,0,17.3,1011.2,738.948,5
2017,4,19,10,0,18.5,1010.8,880.626,5.4
2017,4,19,11,0,18.8,1010.4,861.18,4.5
2017,4,19,12,0,18.3,1011,658.386,4
2017,4,19,13,0,19.7,1010.8,905.628,7
2017,4,19,14,0,18.8,1011.5,816.732,5.6
2017,4,19,15,0,18.1,1011.8,644.496,4.8
2017,4,19,16,0,17.8,1011.7,416.7,5.2
2017,4,19,17,0,16.8,1012.4,177.792,3
2017,4,19,18,0,16.3,1012.9,30.558,2.5
2017,4,19,19,0,15.9,1013.8,0,2.8
2017,4,19,20,0,15.7,1014.2,0,1.9
2017,4,19,21,0,14.5,1014.5,0,2
2017,4,19,22,0,13.9,1014.2,0,1.3
2017,4,19,23,0,13.9,1014.5,0,1.5
2017,4,20,0,0,13.4,1014,0,2.7
2017,4,20,1,0,13.4,1013.8,0,2.3
2017,4,20,2,0,13.2,1013.7,0,2
2017,4,20,3,0,13.2,1013.7,0,1.6
2017,4,20,4,0,13.3,1014.1,0,2.2
2017,4,20,5,0,13.3,1014.1,0,2.3
2017,4,20,6,0,13.7,1014.5,27.78,1.5
2017,4,20,7,0,14.1,1013.9,91.674,3.4
2017,4,20,8,0,15,1013.7,141.678,2.2
2017,4,20,9,0,15.6,1013.6,175.014,2.6
2017,4,20,10,0,16.4,1013.3,227.796,2.5
2017,4,20,11,0,18.3,1012.3,363.918,1.9
2017,4,20,12,0,18.1,1011.3,233.352,1.3
2017,4,20,13,0,18.8,1011.6,133.344,2.1
2017,4,20,14,0,17.2,1011.1,105.564,2
2017,4,20,15,0,18,1010.4,136.122,1.9
2017,4,20,16,0,17.9,1010.4,100.008,0.9
2017,4,20,17,0,17.3,1010.5,55.56,1.1
2017,4,20,18,0,16.8,1010.8,11.112,2.4
2017,4,20,19,0,16.1,1010.7,0,1.6
2017,4,20,20,0,16,1011.4,0,0.5
2017,4,20,21,0,15.6,1010.8,0,2.2
2017,4,20,22,0,15,1011.4,0,0.4
2017,4,20,23,0,14.7,1010.5,0,1.4
2017,4,21,0,0,14.3,1010.6,0,1.1
2017,4,21,1,0,14.3,1010.2,0,1.5
2017,4,21,2,0,13.9,1009.6,0,0.4
2017,4,21,3,0,14,1010,0,1
2017,4,21,4,0,13.5,1009.8,0,1
2017,4,21,5,0,13.4,1009.8,2.778,1.5
2017,4,21,6,0,14.4,1010,72.228,1.3
2017,4,21,7,0,16.2,1010,250.02,1.2
2017,4,21,8,0,16.5,1009.9,322.248,1.3
2017,4,21,9,0,17.5,1010,336.138,2
2017,4,21,10,0,18.7,1009.8,597.27,3
2017,4,21,11,0,19.1,1009.1,777.84,3.8
2017,4,21,12,0,19.1,1008.5,441.702,3
2017,4,21,13,0,19.3,1008.3,433.368,4
2017,4,21,14,0,20.2,1007.7,622.272,3.1
2017,4,21,15,0,19.3,1007.9,611.16,5.4
2017,4,21,16,0,18.8,1008.3,366.696,3.8
2017,4,21,17,0,17.5,1008.5,133.344,4.2
2017,4,21,18,0,16.9,1008.9,25.002,3.6
2017,4,21,19,0,16.7,1009.4,0,3.2
2017,4,21,20,0,16.1,1010,0,2.7
2017,4,21,21,0,15.9,1010.1,0,2.1
2017,4,21,22,0,15.9,1010.1,0,3.3
2017,4,21,23,0,15.8,1010.5,0,2.1
2017,4,22,0,0,15.8,1010.5,0,2.9
2017,4,22,1,0,15.6,1009.7,0,2.7
2017,4,22,2,0,15.1,1009.5,0,2.8
2017,4,22,3,0,15,1009,0,3.5
2017,4,22,4,0,14.6,1009.3,0,3.8
2017,4,22,5,0,14.3,1009.8,2.778,4.2
2017,4,22,6,0,15,1010.4,86.118,3.8
2017,4,22,7,0,15.9,1011,280.578,3.4
2017,4,22,8,0,17,1011.1,497.262,3.5
2017,4,22,9,0,18.6,1011.4,680.61,5.4
2017,4,22,10,0,18.8,1011.5,811.176,5.1
2017,4,22,11,0,19.2,1011.3,916.74,6.9
2017,4,22,12,0,19.6,1011.2,941.742,7.3
2017,4,22,13,0,19.3,1011.4,897.294,7.9
2017,4,22,14,0,19.5,1011.4,786.174,7.4
2017,4,22,15,0,17.9,1011.7,622.272,6.9
2017,4,22,16,0,17.5,1011.9,422.256,6.9
2017,4,22,17,0,16.4,1012.3,205.572,6.2
2017,4,22,18,0,15.7,1013,36.114,4.1
2017,4,22,19,0,15.4,1013.8,0,4.4
2017,4,22,20,0,14.9,1014.7,0,2.9
2017,4,22,21,0,14.6,1015.3,0,1.8
2017,4,22,22,0,13.6,1015.3,0,2.3
2017,4,22,23,0,13.1,1015.4,0,2
2017,4,23,0,0,12.8,1015.4,0,1.5
2017,4,23,1,0,12.5,1015.3,0,1.2
2017,4,23,2,0,11.9,1015.4,0,0.7
2017,4,23,3,0,11,1015.8,0,1
2017,4,23,4,0,10.8,1016.3,0,1.6
2017,4,23,5,0,10.1,1016.9,5.556,0.7
2017,4,23,6,0,12.6,1017.9,122.232,0.8
2017,4,23,7,0,14.1,1018.4,344.472,1
2017,4,23,8,0,16.2,1018.6,575.046,2.3
2017,4,23,9,0,17.5,1018.5,761.172,1.9
2017,4,23,10,0,19.2,1018.6,905.628,3.8
2017,4,23,11,0,19.7,1018.2,994.524,4.4
2017,4,23,12,0,20.6,1017.6,1002.858,5.7
2017,4,23,13,0,19.3,1017.6,950.076,5.6
2017,4,23,14,0,19.3,1017.2,838.956,5.6
2017,4,23,15,0,19.6,1017.3,669.498,5
2017,4,23,16,0,18.3,1017.5,455.592,3.9
2017,4,23,17,0,17.6,1018,233.352,4.8
2017,4,23,18,0,16.4,1018.5,41.67,2.5
2017,4,23,19,0,16.3,1019,0,2.3
2017,4,23,20,0,15.5,1019.7,0,1.7
2017,4,23,21,0,14.8,1020,0,1.4
2017,4,23,22,0,13.7,1019.6,0,1
2017,4,23,23,0,12.9,1019.6,0,0.6
2017,4,24,0,0,13,1019.9,0,1.4
2017,4,24,1,0,12.9,1020,0,1.9
2017,4,24,2,0,12.1,1020,0,1.8
2017,4,24,3,0,12.3,1020.6,0,1.7
2017,4,24,4,0,12.2,1020.8,0,1.8
2017,4,24,5,0,12,1021.3,5.556,1.9
2017,4,24,6,0,13.9,1021.7,119.454,1.2
2017,4,24,7,0,17.2,1021.6,333.36,2.5
2017,4,24,8,0,19.8,1021.7,558.378,2.8
2017,4,24,9,0,21.9,1021.4,750.06,2.8
2017,4,24,10,0,23.5,1021.2,891.738,4.1
2017,4,24,11,0,22.1,1020.9,972.3,3.9
2017,4,24,12,0,22.4,1020.2,983.412,4.7
2017,4,24,13,0,23.3,1019.6,880.626,4.4
2017,4,24,14,0,23,1019.1,830.622,6.1
2017,4,24,15,0,23.3,1019.1,661.164,5.8
2017,4,24,16,0,22.6,1019.4,480.594,4
2017,4,24,17,0,21.7,1019.4,219.462,2.3
2017,4,24,18,0,19.8,1019.5,36.114,3
2017,4,24,19,0,19.2,1020,0,2.7
2017,4,24,20,0,19.1,1020.7,0,1.5
2017,4,24,21,0,18.3,1021,0,1.7
2017,4,24,22,0,17.5,1020.9,0,1.8
2017,4,24,23,0,17.2,1021,0,1.3
2017,4,25,0,0,17.2,1020.9,0,1.1
2017,4,25,1,0,18.6,1020.2,0,3.4
2017,4,25,2,0,17,1020.3,0,2.4
2017,4,25,3,0,16.6,1020,0,1.8
2017,4,25,4,0,16.3,1020.4,0,1.8
2017,4,25,5,0,16.2,1020.4,5.556,2.1
2017,4,25,6,0,16.5,1021,97.23,1.5
2017,4,25,7,0,18.1,1021.2,180.57,0.7
2017,4,25,8,0,20.3,1021.3,372.252,1.8
2017,4,25,9,0,23,1021.2,658.386,0.9
2017,4,25,10,0,23.4,1021.1,447.258,2.8
2017,4,25,11,0,22.7,1020.8,291.69,1.8
2017,4,25,12,0,21.4,1020.6,427.812,3.5
2017,4,25,13,0,23,1020,502.818,3.9
2017,4,25,14,0,22.7,1019.6,391.698,4.2
2017,4,25,15,0,22.2,1019.2,330.582,3
2017,4,25,16,0,20.7,1019.6,166.68,3.1
2017,4,25,17,0,20.9,1019.5,63.894,1.6
2017,4,25,18,0,21,1019.5,19.446,0.8
2017,4,25,19,0,19.9,1019.7,0,1.2
2017,4,25,20,0,19.6,1019.9,0,1.3
2017,4,25,21,0,19.9,1019.7,0,1.5
2017,4,25,22,0,19.9,1019.2,0,0.7
2017,4,25,23,0,20.1,1018.5,0,0.9
2017,4,26,0,0,21,1018.2,0,3.3
2017,4,26,1,0,20.5,1017.1,0,3
2017,4,26,2,0,19.7,1017.2,0,0.8
2017,4,26,3,0,17.5,1017.6,0,0.9
2017,4,26,4,0,17.4,1017,0,1.4
2017,4,26,5,0,17.3,1017,0,1.1
2017,4,26,6,0,15.5,1017.9,5.556,2.4
2017,4,26,7,0,15.5,1017.6,22.224,3.3
2017,4,26,8,0,15.3,1017.7,80.562,1.6
2017,4,26,9,0,15.3,1017.4,75.006,1.9
2017,4,26,10,0,15.4,1016.9,122.232,1.6
2017,4,26,11,0,15.4,1016,119.454,2
2017,4,26,12,0,15.8,1015,152.79,2.4
2017,4,26,13,0,16.1,1014.2,133.344,3.4
2017,4,26,14,0,16.5,1013.1,138.9,3.3
2017,4,26,15,0,16.4,1012.3,141.678,3.4
2017,4,26,16,0,16.6,1011.5,152.79,1.2
2017,4,26,17,0,17,1010.8,52.782,2.1
2017,4,26,18,0,16.4,1011.1,11.112,2.1
2017,4,26,19,0,16,1011.5,0,0.5
2017,4,26,20,0,16.3,1012.1,0,2.8
2017,4,26,21,0,15.8,1012.2,0,3.2
2017,4,26,22,0,15.5,1012.2,0,2.6
2017,4,26,23,0,15.4,1012.3,0,3.3
2017,4,27,0,0,15.4,1011.6,0,2.8
2017,4,27,1,0,15,1010.9,0,2.1
2017,4,27,2,0,15.2,1010.9,0,1.1
2017,4,27,3,0,15.4,1010.3,0,2.5
2017,4,27,4,0,15,1010.4,0,3.6
2017,4,27,5,0,15,1010.7,2.778,2.7
2017,4,27,6,0,15.7,1011,83.34,3.3
2017,4,27,7,0,16.5,1011.6,236.13,3.9
2017,4,27,8,0,16.9,1011.3,391.698,3
2017,4,27,9,0,18,1010.8,466.704,3.4
2017,4,27,10,0,18,1011.2,705.612,4.4
2017,4,27,11,0,17.9,1011.4,641.718,4.5
2017,4,27,12,0,18.1,1011.2,675.054,3.8
2017,4,27,13,0,17.9,1010.8,513.93,4.8
2017,4,27,14,0,18.1,1010.4,427.812,4.1
2017,4,27,15,0,18.1,1010.2,480.594,4.4
2017,4,27,16,0,17.6,1010.1,422.256,4.4
2017,4,27,17,0,16.6,1010.2,177.792,3.9
2017,4,27,18,0,16.1,1010.5,52.782,3.6
2017,4,27,19,0,15.4,1011,0,1.9
2017,4,27,20,0,14.7,1011.8,0,2.5
2017,4,27,21,0,14.2,1012.5,0,2
2017,4,27,22,0,13.2,1012.4,0,0.8
2017,4,27,23,0,12.8,1012.4,0,1.7
2017,4,28,0,0,11.6,1012.1,0,1.8
2017,4,28,1,0,11.6,1011.4,0,2.4
2017,4,28,2,0,11,1011.3,0,1.7
2017,4,28,3,0,10.9,1011.3,0,1.5
2017,4,28,4,0,10.8,1011.1,0,1.8
2017,4,28,5,0,10.7,1011.4,5.556,2.1
2017,4,28,6,0,12,1011.5,125.01,1.5
2017,4,28,7,0,14.1,1011.5,347.25,1.6
2017,4,28,8,0,16.3,1011.4,572.268,1.3
2017,4,28,9,0,18.9,1011.6,761.172,1.6
2017,4,28,10,0,21.2,1011.2,919.518,3
2017,4,28,11,0,22,1010.3,1000.08,3.7
2017,4,28,12,0,22.4,1009.6,1013.97,4.8
2017,4,28,13,0,23,1008.7,961.188,3.8
2017,4,28,14,0,22.9,1007.9,830.622,4.3
2017,4,28,15,0,22.6,1007.4,655.608,5.4
2017,4,28,16,0,22.6,1007.3,438.924,4
2017,4,28,17,0,21.2,1007.6,222.24,4.7
2017,4,28,18,0,20.6,1007.9,44.448,3.4
2017,4,28,19,0,19.3,1008.3,0,3.9
2017,4,28,20,0,19.2,1008.8,0,3
2017,4,28,21,0,17.6,1009.1,0,2
2017,4,28,22,0,17.1,1008.9,0,2.2
2017,4,28,23,0,17,1009.1,0,3.4
2017,4,29,0,0,17.6,1009,0,3.5
2017,4,29,1,0,17.2,1008.8,0,3.6
2017,4,29,2,0,16.8,1008.4,0,4.6
2017,4,29,3,0,17.3,1008,0,2.8
2017,4,29,4,0,15.9,1008,0,1.1
2017,4,29,5,0,16.7,1008.3,5.556,1.8
2017,4,29,6,0,17.6,1009,88.896,2.7
2017,4,29,7,0,19.4,1009.2,216.684,3.4
2017,4,29,8,0,19.8,1009.4,366.696,4.5
2017,4,29,9,0,21.1,1009.7,652.83,4.6
2017,4,29,10,0,22.2,1010.2,875.07,4.9
2017,4,29,11,0,23.3,1009.9,975.078,3.8
2017,4,29,12,0,24.9,1009.4,1002.858,1.5
2017,4,29,13,0,23.8,1009.2,952.854,3.2
2017,4,29,14,0,24,1008.8,833.4,2.4
2017,4,29,15,0,23.5,1008.9,661.164,3.2
2017,4,29,16,0,23.2,1008.9,447.258,3.8
2017,4,29,17,0,21.4,1009.2,225.018,2.4
2017,4,29,18,0,19.8,1009.6,44.448,1.2
2017,4,29,19,0,18.8,1009.9,0,2
2017,4,29,20,0,18.5,1010.5,0,1
2017,4,29,21,0,18.7,1011,0,1.3
2017,4,29,22,0,18.4,1011.1,0,2.6
2017,4,29,23,0,18.4,1011.1,0,2.5
2017,4,30,0,0,18,1011.1,0,3.1
2017,4,30,1,0,18,1011,0,3.2
2017,4,30,2,0,17.5,1011.1,0,2.9
2017,4,30,3,0,17.3,1011.7,0,2.2
2017,4,30,4,0,16.8,1011.9,0,2.5
2017,4,30,5,0,16.7,1012.1,8.334,3.3
2017,4,30,6,0,17.7,1012.7,108.342,2.4
2017,4,30,7,0,19.1,1013,302.802,3
2017,4,30,8,0,22,1012.8,511.152,2.5
2017,4,30,9,0,23.4,1012.9,700.056,4.7
2017,4,30,10,0,25.2,1012.7,844.512,3.1
2017,4,30,11,0,26.7,1012.2,922.296,4.2
2017,4,30,12,0,26.8,1012,944.52,5.2
2017,4,30,13,0,27.4,1011.7,838.956,4.7
2017,4,30,14,0,26.7,1011.7,583.38,6.3
2017,4,30,15,0,26.9,1011.7,402.81,4.1
2017,4,30,16,0,25.7,1011.8,438.924,4.3
2017,4,30,17,0,24.8,1011.7,213.906,3.3
2017,4,30,18,0,24,1012.3,41.67,4.6
2017,4,30,19,0,22.4,1012.9,0,3.1
2017,4,30,20,0,21.9,1013.5,0,3.2
2017,4,30,21,0,21,1013.9,0,2.6
2017,4,30,22,0,20.5,1014.1,0,2.6
2017,4,30,23,0,19.1,1014.6,0,2.8
2017,5,1,0,0,19.7,1014.5,0,2.4
2017,5,1,1,0,19.1,1014.1,0,2.5
2017,5,1,2,0,18.4,1014.3,0,2.4
2017,5,1,3,0,17.6,1014.4,0,1.7
2017,5,1,4,0,17.7,1014.5,0,2
2017,5,1,5,0,17.4,1015,5.556,1.2
2017,5,1,6,0,18.6,1016,113.898,1.7
2017,5,1,7,0,20.7,1016.7,288.912,1.6
2017,5,1,8,0,22.4,1016.9,497.262,2.9
2017,5,1,9,0,22.4,1017.6,663.942,4.5
2017,5,1,10,0,22.9,1017.6,786.174,5.4
2017,5,1,11,0,23.4,1017.5,877.848,4.8
2017,5,1,12,0,22.7,1017.3,891.738,5.5
2017,5,1,13,0,21.2,1017.3,752.838,5.9
2017,5,1,14,0,20.7,1017,655.608,4.6
