index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa,Pressure reduced to MSL12 hPa,Pressure reduced to MSL13 hPa,Pressure reduced to MSL14 hPa,Pressure reduced to MSL15 hPa
134846,130.375,33.6000000000008,996.1732177734375,996.2271118164062,996.6546630859375,997.0249633789062,997.3212890625,997.8240356445312,997.9844360351562,997.9295654296875,997.8436279296875,998.053466796875,998.7997436523438,999.6171875,1000.0346069335938,1000.3862915039062,1000.5092163085938,1000.6986083984375
