index,lons,lats,temperature FH0,temperature FH1,temperature FH2,temperature FH3,temperature FH4,temperature FH5
134846,130.375,33.6000000000008,20.420980224609366,20.351827392578116,20.188558349609366,19.967733154296866,19.76262451171874,19.504049072265616
