index,lons,lats,Pressure reduced to MSL0 hPa,Pressure reduced to MSL1 hPa,Pressure reduced to MSL2 hPa,Pressure reduced to MSL3 hPa,Pressure reduced to MSL4 hPa,Pressure reduced to MSL5 hPa,Pressure reduced to MSL6 hPa,Pressure reduced to MSL7 hPa,Pressure reduced to MSL8 hPa,Pressure reduced to MSL9 hPa,Pressure reduced to MSL10 hPa,Pressure reduced to MSL11 hPa
134846,130.375,33.6000000000008,1011.5633544921875,1011.1627807617188,1010.9566040039062,1011.3036499023438,1011.657958984375,1012.1111450195312,1012.6417846679688,1013.273681640625,1013.5729370117188,1013.61572265625,1013.6253662109375,1013.0822143554688
