index,lons,lats,Vwind FH0m/s,Vwind FH1m/s,Vwind FH2m/s,Vwind FH3m/s,Vwind FH4m/s,Vwind FH5m/s,Vwind FH6m/s,Vwind FH7m/s,Vwind FH8m/s,Vwind FH9m/s,Vwind FH10m/s,Vwind FH11m/s
134846,130.375,33.6000000000008,1.8277606964111328,0.2528972625732422,0.429534912109375,1.6650466918945312,1.1439056396484375,1.2288494110107422,1.0428276062011719,0.023584365844726562,-1.0766105651855469,-0.9998226165771484,-1.7975883483886719,-1.8217601776123047
