index,lons,lats,Uwind FH0m/s,Uwind FH1m/s,Uwind FH2m/s,Uwind FH3m/s,Uwind FH4m/s,Uwind FH5m/s,Uwind FH6m/s,Uwind FH7m/s,Uwind FH8m/s,Uwind FH9m/s,Uwind FH10m/s,Uwind FH11m/s
134846,130.375,33.6000000000008,-0.7332305908203125,-1.5708494186401367,-1.2186908721923828,-0.9282503128051758,-1.3234539031982422,-1.0184707641601562,-0.10841846466064453,1.4213590621948242,1.6644096374511719,1.0139856338500977,1.8548479080200195,1.3203849792480469
